date,Plate.SN,well,treatment,dose,units,wllq,wllq_notes,meanfiringrate_auc,burst.per.min_auc,mean.isis_auc,per.spikes.in.burst_auc,mean.dur_auc,mean.IBIs_auc,nAE_auc,nABE_auc,ns.n_auc,ns.peak.m_auc,ns.durn.m_auc,ns.percent.of.spikes.in.ns_auc,ns.mean.insis_auc,ns.durn.sd_auc,ns.mean.spikes.in.ns_auc,r_auc,mi_auc
20150128,MW1008-41,A1,Acetamiprid,0,uM,1,,3.440022,10.54375,0.29353,304.8305,1.967,187.622167,63,26.5,236.5,30.025868,0.414344,33.594115,48.110962,0.108472,51.268645,0.29145,0.004919
20150128,MW1008-42,A1,Acetamiprid,0,uM,1,,19.668723,47.229375,0.346086,551.339515,4.258971,218.782206,116,109,1011.5,98.261418,1.816872,109.867617,388.80369,0.888772,329.085285,1.971345,0.123167
20150401,MW1053-26,A1,Acrylamide,0,uM,1,,9.982686,21.08175,0.356844,324.175211,3.386731,152.931676,86.5,75.5,1033,65.019289,0.792519,130.002674,144.667431,0.381348,185.160861,1.205881,0.052458
20150401,MW1053-31,A1,Acrylamide,0,uM,1,,17.194141,42.471964,0.513012,457.971774,4.532372,170.247277,109.5,93.5,1251,73.41089,0.949419,145.15596,99.484967,0.468912,309.174559,1.548965,0.083225
20150401,MW1053-33,A1,Acrylamide,0,uM,1,,17.490376,35.721339,0.50527,456.933449,5.422272,242.527059,111.5,97.5,867.5,81.277617,0.943114,127.834186,100.17989,0.472864,347.829979,1.455619,0.083078
20150128,MW1007-109,A1,Aldicarb,0,uM,1,,16.952778,33.73708,0.325656,583.174946,4.559196,192.972119,121.5,119,1047,108.422442,1.895544,142.464335,193.287001,0.980279,388.433043,2.425878,0.120514
20150128,MW1008-1,A1,Aldicarb,0,uM,1,,16.366416,33.380048,0.264047,623.945948,4.244281,186.099604,128.5,126,913.5,113.45344,1.77363,164.854898,160.664118,0.719151,526.716268,2.679256,0.127149
20150128,MW1008-40,A1,Aldicarb,0,uM,1,,22.933594,52.094375,0.31469,571.745062,4.524187,171.947375,126,121,1750,109.729446,1.654877,146.673966,167.801614,0.697274,408.725284,2.06946,0.132541
20150819,MW1044-2,C2,Aminonicotinamide,0,uM,1,,14.498454,31.1475,0.208373,633.320531,3.701656,213.607,136,136,636,121.616227,1.858663,149.95671,228.745605,0.622324,729.65636,2.903016,0.117929
20150819,MW1044-6,C3,Aminonicotinamide,0,uM,1,,16.098946,38.47875,0.236969,649.144875,3.807125,177.704969,136,136,733.5,124.381225,1.875411,160.360713,178.032665,0.684163,638.416803,2.864535,0.118827
20150819,MW1044-7,C4,Aminonicotinamide,0,uM,1,,13.241425,26.411875,0.23973,647.908531,5.759042,230.783479,133.5,133.5,319.5,126.026642,2.501503,93.578598,331.272594,0.528631,740.313072,2.615456,0.092068
20140924,MW1007-70,A1,Amoxacillin,0,uM,1,,14.603259,31.957143,0.490298,461.464969,5.016052,205.560563,104.5,93,438,78.047048,1.483939,78.505259,143.425792,0.548778,313.221712,1.461961,0.057332
20140924,MW1007-81,A1,Amoxacillin,0,uM,1,,6.742466,16.71274,0.143512,443.50249,2.330437,192.502844,102.5,88,282.5,83.007486,1.134271,125.639499,152.599764,0.41838,406.539984,2.079085,0.061103
20140924,MW1007-84,A1,Amoxacillin,0,uM,1,,11.596588,23.321982,0.42236,530.708971,5.271324,214.38034,101.5,86,659,69.310621,1.198045,90.595177,90.392076,0.387399,233.895614,1.037147,0.033812
20150819,MW1044-2,A2,Amphetamine,0,uM,1,,15.653088,37.508571,0.247661,590.791067,3.810683,196.826692,131,131,1100.5,123.077016,1.861285,190.654173,212.938891,0.695674,609.028565,2.94102,0.131996
20150819,MW1044-6,A3,Amphetamine,0,uM,1,,20.284369,42.563054,0.284748,597.168308,5.098046,190.659733,129,126.5,1114,119.861684,1.672264,182.454417,205.155267,0.69095,638.923874,2.765374,0.156296
20150819,MW1044-7,A4,Amphetamine,0,uM,1,,16.334617,38.541786,0.237185,593.871197,3.178989,249.579284,122,117,862.5,117.622225,1.501793,157.27042,205.242941,0.63303,504.740621,2.452281,0.104578
20140827,MW1007-100,F1,Bis (2-ethylhexyl) phthalate-DEHP,0,uM,1,,9.627157,19.66125,0.636882,313.159125,4.999208,263.733833,89,68.5,582,57.766276,0.871384,84.254205,230.158594,0.262711,123.907335,0.894438,0.025134
20140827,MW1007-91,F1,Bis (2-ethylhexyl) phthalate-DEHP,0,uM,1,,10.113321,26.792589,0.391125,296.855927,3.425656,176.559208,94.5,77.5,889.5,59.216155,0.886915,97.428852,362.039978,0.278744,151.887729,1.013059,0.044155
20140827,MW1007-98,F1,Bis (2-ethylhexyl) phthalate-DEHP,0,uM,1,,15.789873,30.15,0.711068,361.80335,7.198186,145.959627,65.5,54,867.5,48.005817,0.820013,112.564225,314.314233,0.424669,109.644537,1.203958,0.03936
20150819,MW1044-2,D2,Bis(tri-n-butylin) oxide,0,uM,1,,13.127755,29.495625,0.199126,707.39075,4.252125,250.665906,136,136,529,126.368353,2.010025,158.56542,254.265148,0.746889,750.459726,3.341243,0.129135
20150819,MW1044-6,D3,Bis(tri-n-butylin) oxide,0,uM,1,,16.427148,35.09625,0.256024,649.284281,5.306656,207.332563,136,136,720.5,114.055033,1.971818,130.129639,184.665986,0.787205,589.330852,2.755089,0.118536
20150819,MW1044-7,D4,Bis(tri-n-butylin) oxide,0,uM,1,,12.426102,25.681875,0.197934,648.888781,3.883573,263.721813,133.5,133.5,466,120.832374,1.989874,140.265343,278.411948,0.517095,691.058901,3.008605,0.104476
20141203,MW1042-42,B1,Bis1,0,uM,1,,16.241319,32.779286,0.268443,652.188759,4.93675,221.372487,131,131,735,117.214267,2.068303,132.233791,245.839724,0.724158,573.16765,2.754979,0.129676
20141203,MW1042-43,B1,Bis1,0,uM,1,,18.653329,34.14,0.298314,596.30249,5.441323,225.803938,133.5,126,1091,109.029499,1.649877,127.432205,205.846591,0.901361,430.640628,2.287062,0.128126
20141203,MW1042-44,B1,Bis1,0,uM,1,,19.146791,39.705625,0.286557,608.940835,4.635031,188.95329,126,113.5,977,120.553879,1.696645,133.45443,257.395146,0.616055,550.420421,2.708756,0.147285
20140827,MW1007-100,B1,Bisphenol A,0,uM,1,,9.639736,22.908125,0.500444,575.987993,15.112262,192.812314,107,90,768.5,75.515752,0.965591,136.578464,79.966659,0.413801,223.495093,1.714886,0.055387
20140827,MW1007-91,B1,Bisphenol A,0,uM,1,,11.879059,28.614,0.588689,385.684364,4.532477,327.762788,96.5,79.5,1140,64.164486,0.880529,130.968467,123.170497,0.390139,196.839151,1.357261,0.060641
20140827,MW1007-98,B1,Bisphenol A,0,uM,1,,11.341085,28.05875,0.470842,426.076906,3.785823,393.116688,111,90.5,1055,69.309263,0.853581,129.403802,89.329197,0.372854,231.165382,1.498926,0.062489
20141112,MW1041-17,B1,Bisphenol A,0,uM,1,,10.109054,24.99,0.373257,530.246807,3.781636,241.921554,97.5,87.5,653.5,79.802846,1.288993,124.708293,99.856073,0.4288,239.972184,1.75561,0.055649
20141112,MW1041-25,B1,Bisphenol A,0,uM,1,,14.292802,30.32125,0.299816,634.554333,4.503475,193.870842,126,109,882.5,107.597236,1.866922,128.405395,309.805569,0.6956,433.879837,2.624011,0.125267
20141112,MW1041-28,B1,Bisphenol A,0,uM,1,,14.565412,35.898333,0.289198,629.950406,3.770219,173.028375,118.5,116,1064.5,106.379981,1.782188,157.847276,249.65478,0.632859,421.785339,2.82935,0.129954
20141029,MW1036-8,A1,Cadmium,0,uM,1,,19.520699,43.2075,0.547409,480.401313,5.985875,263.76125,116,101,1545.5,82.521802,0.87497,108.340247,98.382531,0.467392,265.384283,1.473102,0.093353
20141029,MW1036-8,B1,Cadmium,0,uM,1,,16.744805,33.743125,0.460605,498.594125,5.530801,212.916257,114,99.5,1115.5,100.527656,1.278838,95.115584,930.555928,0.517809,291.889179,1.606081,0.082341
20141029,MW1036-8,C1,Cadmium,0,uM,1,,19.869058,41.205804,0.532134,458.609862,6.732638,155.146147,113.5,102,956.5,95.186023,1.428339,77.620313,813.973216,0.772187,322.731197,1.399944,0.071406
20151014,MW1076-42,A2,Caffeine,0,uM,1,,8.438581,15.287839,0.135833,260.083167,1.775733,165.141067,79,60,504.5,50.311502,0.642591,70.959405,161.783173,0.253038,252.283204,0.953413,0.02811
20151014,MW1076-43,A3,Caffeine,0,uM,1,,11.355258,23.195571,0.367948,283.490772,2.855832,176.81317,74,57.5,446.5,65.612069,0.868165,59.417429,336.470356,0.300132,267.017625,0.830351,0.034616
20151014,MW1076-44,A4,Caffeine,0,uM,1,,11.440894,17.941442,0.392452,223.542065,4.027567,283.615209,60.5,60.5,391.5,65.734568,0.770457,57.902444,233.83377,0.173712,291.691358,0.745352,0.027248
20151014,MW1076-42,B2,Captopril,0,uM,1,,20.573867,38.68222,0.685812,435.743736,7.405114,209.722827,117.5,91,623,75.683087,1.221711,53.820869,236.577564,0.714528,290.566502,1.12853,0.082723
20151014,MW1076-43,B3,Captopril,0,uM,1,,14.106681,28.0395,0.308556,346.694076,3.708304,139.44971,91.5,67,815.5,66.510148,0.820078,74.687034,323.014225,0.368526,202.469889,1.027494,0.062248
20151014,MW1076-44,B4,Captopril,0,uM,1,,7.709107,20.95001,0.125258,269.020729,1.351083,106.164542,71.5,56.5,512.5,65.708633,0.761245,92.205338,457.559759,0.267515,196.256937,1.088015,0.038966
20160601,MW1062-29,C2,Carbamazepine,0,uM,1,,5.114189,10.720125,0.134421,472.759423,2.464404,186.807567,82,66.5,212.5,75.005,1.348915,120.547208,180.515066,0.376869,414.91,1.845908,0.049035
20160601,MW1062-43,C3,Carbamazepine,0,uM,1,,7.694477,13.254215,0.58047,467.938475,5.887529,429.152073,79.5,71.5,227.5,76.572039,1.324547,108.731285,208.446499,0.50286,364.787407,1.690548,0.042237
20160601,MW1062-44,C4,Carbamazepine,0,uM,1,,11.923847,16.68375,0.573828,449.54201,6.736479,292.899313,85.5,80.5,346,77.191392,1.469902,86.536139,258.095394,0.504813,491.708791,1.788532,0.062856
20150128,MW1007-109,B1,Carbaryl,0,uM,1,,12.9234,29.625556,0.345681,572.043554,4.147738,202.292177,105,93.5,995,79.459059,1.830768,153.110392,329.330595,0.680839,283.836957,1.769103,0.081047
20150128,MW1008-1,B1,Carbaryl,0,uM,1,,12.494489,37.87,0.331177,535.922875,3.129198,262.390531,93,81,1751.5,61.691387,0.757384,146.095952,84.006011,0.333752,147.359568,1.587313,0.06306
20150128,MW1008-40,B1,Carbaryl,0,uM,1,,26.363893,55.43125,0.308003,618.832781,4.932563,154.442031,133.5,121,1538,108.683571,1.826306,115.154754,172.306868,0.709018,426.374694,2.314035,0.165676
20150401,MW1053-26,B1,Chloramben,0,uM,1,,9.554313,21.22375,0.19486,392.882167,2.53099,174.607438,88,81.5,803.5,75.543437,1.006162,126.631634,129.159159,0.469858,268.941452,1.889725,0.076839
20150401,MW1053-31,B1,Chloramben,0,uM,1,,19.50662,43.530125,0.493207,511.81151,5.913115,185.802823,109,99.5,1222,78.665158,1.260146,111.305124,113.244257,0.563096,330.275835,1.724812,0.096227
20150401,MW1053-33,B1,Chloramben,0,uM,1,,17.17673,38.012375,0.418297,494.193515,4.894706,155.381398,124,99,1178,78.150095,0.962277,125.091173,76.061173,0.648016,284.800032,1.685532,0.095125
20150909,MW1047-22,F2,Chloramben,0,uM,1,,8.96574,24.321905,0.258055,478.377155,3.028652,252.833795,81.5,65,682.5,63.309834,0.901532,136.829993,81.54415,0.341428,204.285598,1.46757,0.046521
20150909,MW1047-29,F3,Chloramben,0,uM,1,,14.217628,29.899643,0.241584,373.290697,2.906339,98.185833,104.5,82,1025.5,75.923258,0.980831,154.156559,74.149679,0.460709,270.478076,1.80497,0.100999
20150909,MW1047-30,F4,Chloramben,0,uM,1,,18.874452,34.641964,0.497241,516.663122,14.165994,147.249525,117,99.5,1328.5,75.234247,0.846837,174.608667,35.512452,0.57361,280.639987,2.170321,0.121995
20150819,MW1044-2,E2,Chlordiazepoxide,0,uM,1,,18.990853,37.205625,0.242211,672.252667,5.110656,176.124437,136,133.5,745,117.961971,2.01071,144.922441,210.793718,0.77279,704.178126,2.780414,0.159819
20150819,MW1044-6,E3,Chlordiazepoxide,0,uM,1,,11.285892,31.43,0.219075,615.15079,2.61486,196.336669,131,119.5,637.5,118.067989,1.760957,189.873337,151.393957,0.438998,544.046815,2.430888,0.087253
20150819,MW1044-7,E4,Chlordiazepoxide,0,uM,1,,14.622461,30.79875,0.257648,677.272531,4.772969,217.916719,136,136,512.5,120.119676,2.030736,119.9481,263.577173,0.82571,622.310099,3.093958,0.123681
20160601,MW1062-29,B2,Chlorpromazine,0,uM,1,,7.83305,15.501625,0.137409,431.037299,2.545094,180.093451,99,92,304,89.648914,1.187695,122.585846,137.445402,0.453565,435.055569,2.25767,0.069929
20160601,MW1062-43,B3,Chlorpromazine,0,uM,1,,8.736427,12.975536,0.172765,392.013336,3.647371,280.495814,92,85.5,291,87.157863,1.33458,98.287988,270.876972,0.348782,515.656663,1.869867,0.056273
20160601,MW1062-44,B4,Chlorpromazine,0,uM,1,,11.518042,23.266071,0.397839,510.914491,4.911549,267.876665,104.5,94.5,383,85.386913,1.513993,90.60751,170.773636,0.580134,488.426436,1.939505,0.079667
20140924,MW1007-70,B1,Chlorpyrifos,0,uM,1,,11.823007,19.2825,0.408748,473.945125,4.860812,334.969344,121,101,379.5,84.844864,1.678711,75.056393,160.117787,0.596917,372.631926,1.809108,0.070446
20140924,MW1007-81,B1,Chlorpyrifos,0,uM,1,,7.956657,19.440268,0.303755,464.186344,3.015972,310.918448,104.5,82,351,75.672219,1.199369,83.400081,219.773373,0.289491,273.750141,1.220451,0.040866
20140924,MW1007-84,B1,Chlorpyrifos,0,uM,1,,5.975027,15.362875,0.21462,421.527723,2.831939,178.520626,99,83.5,330,100.224168,1.262432,136.364178,318.27381,0.333049,329.693989,1.600093,0.036008
20140924,MW1007-70,C1,Chlorpyrifos oxon,0,uM,1,,11.917402,19.561875,0.48495,447.444509,6.063322,253.665547,100.5,88.5,286.5,76.464344,1.341763,81.874313,158.988151,0.660828,327.859127,1.360754,0.04477
20140924,MW1007-81,C1,Chlorpyrifos oxon,0,uM,1,,4.225834,9.05,0.318862,287.6865,2.262896,228.349708,51.5,31,118,31.294513,0.568433,47.874629,127.802899,0.178711,104.467525,0.459123,0.008571
20140924,MW1007-84,C1,Chlorpyrifos oxon,0,uM,1,,8.881016,21.126905,0.353592,515.598493,3.760836,302.413436,102.5,93.5,292,93.948282,1.599181,103.201467,344.820128,0.380148,346.939129,1.630813,0.032476
20141112,MW1041-17,C1,Cocaine,0,uM,1,,12.76894,32.38,0.264306,616.453714,3.592429,233.131473,126,113.5,915,108.693302,1.648598,153.756518,263.971419,0.662706,470.911369,2.659291,0.113457
20141112,MW1041-25,C1,Cocaine,0,uM,1,,14.249607,33.534231,0.217428,619.6386,3.103329,212.43875,128.5,124,1007,113.038712,1.682648,165.889083,201.245069,0.529924,513.171753,2.719919,0.121118
20141112,MW1041-28,C1,Cocaine,0,uM,1,,15.397306,34.881307,0.346104,586.860062,4.209813,197.691812,123.5,116,1171.5,100.245404,1.666787,145.77067,324.082123,0.716645,373.97715,2.40038,0.118184
20140827,MW1007-100,D1,Cocaine,0,uM,1,,7.061384,20.180893,0.579507,502.091,4.118467,262.028035,102,84,700.5,66.868759,0.710455,110.172117,132.572626,0.279755,171.551215,0.952687,0.029573
20140827,MW1007-91,D1,Cocaine,0,uM,1,,13.10045,31.098375,0.536686,518.363605,7.35521,160.673071,86,76.5,957.5,67.913218,0.935069,127.990074,131.990257,0.40611,191.603448,1.576295,0.055352
20140827,MW1007-98,D1,Cocaine,0,uM,1,,9.658354,23.812768,0.570685,423.717812,4.812845,375.043498,102,90,653.5,77.524936,0.96887,115.900752,125.903315,0.389366,239.256884,1.62807,0.051004
20150819,MW1044-2,F2,Colchicine,0,uM,1,,16.525607,36.020625,0.320237,608.710917,4.791667,206.591427,133.5,126,1073,121.32543,1.559511,149.832557,218.645709,0.555699,501.10771,2.579348,0.125472
20150819,MW1044-6,F3,Colchicine,0,uM,1,,13.334744,28.208839,0.295293,585.623995,4.768313,227.80726,131,128.5,1074,119.94309,1.540564,161.296078,211.001454,0.690187,498.680279,2.493663,0.102281
20150819,MW1044-7,F4,Colchicine,0,uM,1,,9.415721,24.342019,0.457228,455.11624,4.336176,267.611885,89.5,74,507,76.059499,1.042381,122.935453,114.931274,0.375545,183.183215,1.30511,0.028974
20150401,MW1053-26,C1,Cotinine,0,uM,1,,12.003367,23.626071,0.638316,444.228585,5.453233,214.545142,104.5,91,685.5,73.583751,1.044227,126.744119,115.532651,0.456578,292.206335,1.743346,0.070232
20150401,MW1053-31,C1,Cotinine,0,uM,1,,9.03441,21.57675,0.350344,526.328607,3.568152,387.182746,101.5,94.5,615.5,80.19448,0.960763,118.211147,132.293393,0.480862,280.451582,1.736878,0.059474
20150401,MW1053-33,C1,Cotinine,0,uM,1,,11.916105,22.569107,0.348344,542.51908,4.488741,265.40942,117,104.5,712.5,97.116078,1.651324,120.827315,601.941579,0.756302,439.476381,2.211908,0.090158
20150909,MW1047-22,E2,Cotinine,0,uM,1,,15.550578,33.409904,0.370413,462.832191,3.960184,180.010667,100,82,1333.5,69.022844,0.929359,153.829023,64.470768,0.470389,309.950466,1.75647,0.109184
20150909,MW1047-29,E3,Cotinine,0,uM,1,,17.093956,36.7215,0.569475,513.536415,7.425977,139.270071,108.5,86,874.5,69.432357,0.970439,110.749441,64.636444,0.557104,221.85237,1.515315,0.070654
20150909,MW1047-30,E4,Cotinine,0,uM,1,,15.001418,38.472417,0.453176,514.318946,4.560954,194.920435,116.5,101.5,1105.5,74.031485,0.960743,118.39,70.115681,0.469261,255.891811,1.612518,0.082388
20160601,MW1062-29,E2,Cyclophosphamid,0,uM,1,,5.592292,11.743714,0.1427,446.949271,2.50585,278.513886,78.5,76,238.5,75.361825,1.283623,112.708732,244.425852,0.289907,417.540826,2.107006,0.045713
20160601,MW1062-43,E3,Cyclophosphamid,0,uM,1,,6.67297,13.700192,0.186402,420.700235,2.844067,238.720369,92.5,87.5,246.5,88.267677,1.316878,91.331983,240.061055,0.347704,416.82601,1.763576,0.045239
20160601,MW1062-44,E4,Cyclophosphamid,0,uM,1,,5.956645,12.645,0.189348,431.7513,2.618677,227.247254,85,74.5,249.5,72.872069,1.173884,99.993286,219.979663,0.392006,279.892329,1.400486,0.026104
20141231,MW1045-02,B1,Cypermethrin,0,uM,1,,10.270616,20.696307,0.203653,422.895542,2.994635,166.25751,91,77.5,276.5,74.844828,1.656277,68.758573,197.461234,0.472583,344.876724,1.408813,0.05662
20141231,MW1045-06,B1,Cypermethrin,0,uM,1,,7.085306,17.429375,0.20817,389.151208,2.256906,210.269031,77.5,73.5,253.5,77.112117,1.220511,77.096243,226.511806,0.379949,277.967864,1.473278,0.042271
20141231,MW1045-09,B1,Cypermethrin,0,uM,1,,9.33778,19.189818,0.277819,364.624033,3.1366,174.705467,84.5,70,244.5,71.032966,1.4254,57.822235,224.809722,0.580416,247.270399,1.101059,0.04259
20150909,MW1047-22,A2,Cytosine arabinoside,0,uM,1,,23.297512,50.433333,0.467512,496.341656,5.133781,152.019469,118.5,108.5,1356,82.398128,0.912551,167.024735,48.866371,0.476791,414.171458,2.340383,0.17715
20150909,MW1047-29,A3,Cytosine arabinoside,0,uM,1,,9.80805,23.511458,0.228946,370.698946,2.933932,144.268415,92,75.5,1153.5,63.128968,0.800877,170.035729,99.401025,0.337176,211.665085,1.631237,0.070541
20150909,MW1047-30,A4,Cytosine arabinoside,0,uM,1,,19.245783,43.618125,0.325763,488.658127,3.58544,211.880933,111,96.5,1103,84.519557,0.971183,160.020896,33.215605,0.698303,384.949809,2.383346,0.155468
20141112,MW1041-17,D1,Cytosine Arabinoside,0,uM,1,,13.37067,31.840602,0.500817,514.859451,4.943366,231.654388,121.5,109.5,823.5,78.92619,1.125323,120.094615,121.243549,0.519809,311.072222,1.824882,0.083189
20141112,MW1041-25,D1,Cytosine Arabinoside,0,uM,1,,14.05939,34.340058,0.221608,653.267341,3.032,224.07958,126.5,122,954.5,115.155832,1.679072,171.995411,192.751992,0.565409,485.677605,2.956497,0.133351
20141112,MW1041-28,D1,Cytosine Arabinoside,0,uM,1,,17.225071,35.0965,0.390302,529.867999,5.389256,169.314786,114,99.5,1207.5,81.588639,1.136556,144.943674,76.479252,0.4355,355.670511,2.330246,0.130539
20140827,MW1007-100,E1,Cytosine Arabinoside,0,uM,1,,14.778854,36.784505,0.478609,486.955281,8.615896,233.216351,103.5,87,791.5,86.710511,1.148408,94.903708,283.676219,0.520087,221.882767,1.168922,0.053298
20140827,MW1007-91,E1,Cytosine Arabinoside,0,uM,1,,10.521452,23.539327,0.234559,372.529272,3.232976,160.213897,92.5,90,995,74.975025,0.956802,133.052242,91.986225,0.418019,215.207368,1.72015,0.070244
20140827,MW1007-98,E1,Cytosine Arabinoside,0,uM,1,,10.569341,24.154625,0.426826,432.506958,4.033683,328.400306,104,96.5,1438.5,73.675071,0.880542,164.778332,87.360846,0.346689,242.255871,1.569493,0.060992
20141112,MW1041-17,E1,DEHP,0,uM,1,,10.794048,27.814143,0.331038,527.152895,4.403877,277.015164,92.5,82.5,817.5,67.539874,1.021457,132.326119,108.767589,0.541224,244.871013,1.81428,0.076339
20141112,MW1041-25,E1,DEHP,0,uM,1,,14.674024,36.42875,0.260345,590.910416,3.238226,217.503806,126,121.5,1116,107.477328,1.504578,162.411568,190.738372,0.628713,430.432566,2.56287,0.120904
20141112,MW1041-28,E1,DEHP,0,uM,1,,21.853934,53.964375,0.30084,635.649719,4.278281,148.613719,126,121,1208,116.341821,1.952883,141.004208,158.728341,0.74012,482.769851,2.771347,0.17412
20140827,MW1007-100,C1,Deltamethrin,0,uM,1,,10.060186,24.30875,0.359743,293.194857,3.531939,142.237271,84,71,1190.5,64.010429,0.625269,112.506165,233.692809,0.225701,138.171784,0.937832,0.040644
20140827,MW1007-91,C1,Deltamethrin,0,uM,1,,8.844329,23.691964,0.301761,378.161663,3.871071,161.136549,99.5,77,890.5,64.303138,0.846273,123.301558,129.421777,0.353939,189.832113,1.214652,0.053465
20140827,MW1007-98,C1,Deltamethrin,0,uM,1,,11.137282,28.415714,0.5294,405.436135,5.454729,218.565281,99.5,88,1351.5,64.527575,0.920926,132.354771,81.430216,0.331473,155.197578,1.152147,0.044121
