date,Plate.SN,rowi,coli,src_acsn,treatment,conc,rval,srcf,wllq,wllq_notes
20140827,MW1007-100,4,7,AB,Cocaine,10,38916.33333,ON_20140827_MW1007-100_Summary.xlsx,1,
20140827,MW1007-100,4,8,AB,Cocaine,30,40140.33333,ON_20140827_MW1007-100_Summary.xlsx,1,
20140827,MW1007-100,5,1,AB,Cytosine Arabinoside,0,43850.33333,ON_20140827_MW1007-100_Summary.xlsx,1,
20140827,MW1007-100,5,2,AB,Cytosine Arabinoside,0.03,42594.33333,ON_20140827_MW1007-100_Summary.xlsx,1,
20140827,MW1007-100,5,3,AB,Cytosine Arabinoside,0.1,37888.33333,ON_20140827_MW1007-100_Summary.xlsx,1,
20140827,MW1007-100,5,4,AB,Cytosine Arabinoside,0.3,33965.33333,ON_20140827_MW1007-100_Summary.xlsx,1,
20140827,MW1007-100,5,5,AB,Cytosine Arabinoside,1,18954.33333,ON_20140827_MW1007-100_Summary.xlsx,1,
20140827,MW1007-100,5,6,AB,Cytosine Arabinoside,3,9044.333333,ON_20140827_MW1007-100_Summary.xlsx,1,
20140827,MW1007-100,5,7,AB,Cytosine Arabinoside,10,2365.333333,ON_20140827_MW1007-100_Summary.xlsx,1,
20140827,MW1007-100,5,8,AB,Cytosine Arabinoside,30,577.3333333,ON_20140827_MW1007-100_Summary.xlsx,1,
20140827,MW1007-100,6,1,AB,Bis (2-ethylhexyl) phthalate-DEHP,0,46013.33333,ON_20140827_MW1007-100_Summary.xlsx,1,
20140827,MW1007-100,6,2,AB,Bis (2-ethylhexyl) phthalate-DEHP,0.03,41216.33333,ON_20140827_MW1007-100_Summary.xlsx,1,
20140827,MW1007-100,6,3,AB,Bis (2-ethylhexyl) phthalate-DEHP,0.1,41661.33333,ON_20140827_MW1007-100_Summary.xlsx,1,
20140827,MW1007-100,6,4,AB,Bis (2-ethylhexyl) phthalate-DEHP,0.3,42319.33333,ON_20140827_MW1007-100_Summary.xlsx,1,
20140827,MW1007-100,6,5,AB,Bis (2-ethylhexyl) phthalate-DEHP,1,43505.33333,ON_20140827_MW1007-100_Summary.xlsx,1,
20140827,MW1007-100,6,6,AB,Bis (2-ethylhexyl) phthalate-DEHP,3,43337.33333,ON_20140827_MW1007-100_Summary.xlsx,1,
20140827,MW1007-100,6,7,AB,Bis (2-ethylhexyl) phthalate-DEHP,10,38341.33333,ON_20140827_MW1007-100_Summary.xlsx,1,
20140827,MW1007-100,6,8,AB,Bis (2-ethylhexyl) phthalate-DEHP,30,42185.33333,ON_20140827_MW1007-100_Summary.xlsx,1,
20140827,MW1007-91,1,1,AB,Acetaminophen,0,42935.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,1,2,AB,Acetaminophen,0.03,47007.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,1,3,AB,Acetaminophen,0.1,49520.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,1,4,AB,Acetaminophen,0.3,51875.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,1,5,AB,Acetaminophen,1,51742.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,1,6,AB,Acetaminophen,3,54665.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,1,7,AB,Acetaminophen,10,51247.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,1,8,AB,Acetaminophen,30,52768.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,2,1,AB,Bisphenol A,0,44098.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,2,2,AB,Bisphenol A,0.03,46905.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,2,3,AB,Bisphenol A,0.1,53658.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,2,4,AB,Bisphenol A,0.3,53271.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,2,5,AB,Bisphenol A,1,53213.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,2,6,AB,Bisphenol A,3,54634.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,2,7,AB,Bisphenol A,10,51850.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,2,8,AB,Bisphenol A,30,50870.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,3,1,AB,Deltamethrin,0,39928.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,3,2,AB,Deltamethrin,0.03,44336.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,3,3,AB,Deltamethrin,0.1,49836.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,3,4,AB,Deltamethrin,0.3,50787.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,3,5,AB,Deltamethrin,1,52792.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,3,6,AB,Deltamethrin,3,53254.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,3,7,AB,Deltamethrin,10,54310.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,3,8,AB,Deltamethrin,30,49715.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,4,1,AB,Cocaine,0,46232.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,4,2,AB,Cocaine,0.03,41164.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,4,3,AB,Cocaine,0.1,50633.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,4,4,AB,Cocaine,0.3,46974.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,4,5,AB,Cocaine,1,50218.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,4,6,AB,Cocaine,3,49628.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,4,7,AB,Cocaine,10,44597.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,4,8,AB,Cocaine,30,47016.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,5,1,AB,Cytosine Arabinoside,0,42928.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,5,2,AB,Cytosine Arabinoside,0.03,52577.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,5,3,AB,Cytosine Arabinoside,0.1,53034.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,5,4,AB,Cytosine Arabinoside,0.3,44466.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,5,5,AB,Cytosine Arabinoside,1,27960.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,5,6,AB,Cytosine Arabinoside,3,10235.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,5,7,AB,Cytosine Arabinoside,10,3278.666667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,5,8,AB,Cytosine Arabinoside,30,647.6666667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,6,1,AB,Bis (2-ethylhexyl) phthalate-DEHP,0,37856.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,6,2,AB,Bis (2-ethylhexyl) phthalate-DEHP,0.03,43416.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,6,3,AB,Bis (2-ethylhexyl) phthalate-DEHP,0.1,51517.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,6,4,AB,Bis (2-ethylhexyl) phthalate-DEHP,0.3,50193.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,6,5,AB,Bis (2-ethylhexyl) phthalate-DEHP,1,45383.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,6,6,AB,Bis (2-ethylhexyl) phthalate-DEHP,3,53923.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,6,7,AB,Bis (2-ethylhexyl) phthalate-DEHP,10,45135.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-91,6,8,AB,Bis (2-ethylhexyl) phthalate-DEHP,30,52432.66667,ON_20140827_MW1007-91_Summary.xlsx,1,
20140827,MW1007-98,1,1,AB,Acetaminophen,0,45215,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,1,2,AB,Acetaminophen,0.03,43764,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,1,3,AB,Acetaminophen,0.1,43666,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,1,4,AB,Acetaminophen,0.3,41420,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,1,5,AB,Acetaminophen,1,40059,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,1,6,AB,Acetaminophen,3,40676,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,1,7,AB,Acetaminophen,10,37336,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,1,8,AB,Acetaminophen,30,39259,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,2,1,AB,Bisphenol A,0,44711,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,2,2,AB,Bisphenol A,0.03,41232,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,2,3,AB,Bisphenol A,0.1,43477,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,2,4,AB,Bisphenol A,0.3,41530,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,2,5,AB,Bisphenol A,1,38463,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,2,6,AB,Bisphenol A,3,38776,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,2,7,AB,Bisphenol A,10,37706,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,2,8,AB,Bisphenol A,30,35268,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,3,1,AB,Deltamethrin,0,46209,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,3,2,AB,Deltamethrin,0.03,44406,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,3,3,AB,Deltamethrin,0.1,42312,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,3,4,AB,Deltamethrin,0.3,40657,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,3,5,AB,Deltamethrin,1,35884,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,3,6,AB,Deltamethrin,3,39124,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,3,7,AB,Deltamethrin,10,33559,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,3,8,AB,Deltamethrin,30,288,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,4,1,AB,Cocaine,0,45214,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,4,2,AB,Cocaine,0.03,44994,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,4,3,AB,Cocaine,0.1,40365,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,4,4,AB,Cocaine,0.3,39235,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,4,5,AB,Cocaine,1,34695,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,4,6,AB,Cocaine,3,36312,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,4,7,AB,Cocaine,10,34922,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,4,8,AB,Cocaine,30,38299,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,5,1,AB,Cytosine Arabinoside,0,42458,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,5,2,AB,Cytosine Arabinoside,0.03,44536,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,5,3,AB,Cytosine Arabinoside,0.1,43301,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,5,4,AB,Cytosine Arabinoside,0.3,35334,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,5,5,AB,Cytosine Arabinoside,1,21577,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,5,6,AB,Cytosine Arabinoside,3,7149,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,5,7,AB,Cytosine Arabinoside,10,1426,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,5,8,AB,Cytosine Arabinoside,30,210,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,6,1,AB,Bis (2-ethylhexyl) phthalate-DEHP,0,44780,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,6,2,AB,Bis (2-ethylhexyl) phthalate-DEHP,0.03,45627,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,6,3,AB,Bis (2-ethylhexyl) phthalate-DEHP,0.1,46662,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,6,4,AB,Bis (2-ethylhexyl) phthalate-DEHP,0.3,40946,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,6,5,AB,Bis (2-ethylhexyl) phthalate-DEHP,1,41774,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,6,6,AB,Bis (2-ethylhexyl) phthalate-DEHP,3,42908,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,6,7,AB,Bis (2-ethylhexyl) phthalate-DEHP,10,40259,ON_20140827_MW1007-98_Summary.xlsx,1,
20140827,MW1007-98,6,8,AB,Bis (2-ethylhexyl) phthalate-DEHP,30,38426,ON_20140827_MW1007-98_Summary.xlsx,1,
20140910,MW1008-39,1,1,AB,5-Fluorouracil,0,41484,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,1,1,LDH,5-Fluorouracil,0,1.768233333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,1,2,AB,5-Fluorouracil,0.03,39542,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,1,2,LDH,5-Fluorouracil,0.03,1.654833333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,1,3,AB,5-Fluorouracil,0.1,32753,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,1,3,LDH,5-Fluorouracil,0.1,1.533433333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,1,4,AB,5-Fluorouracil,0.3,35933,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,1,4,LDH,5-Fluorouracil,0.3,1.351933333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,1,5,AB,5-Fluorouracil,1,41285,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,1,5,LDH,5-Fluorouracil,1,1.166033333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,1,6,AB,5-Fluorouracil,3,24807,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,1,6,LDH,5-Fluorouracil,3,0.541933333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,1,7,AB,5-Fluorouracil,10,5349,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,1,7,LDH,5-Fluorouracil,10,0.061333333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,1,8,AB,5-Fluorouracil,30,3436,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,1,8,LDH,5-Fluorouracil,30,0.055833333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,2,1,AB,Glyphosate,0,43571,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,2,1,LDH,Glyphosate,0,1.498233333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,2,2,AB,Glyphosate,0.03,44306,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,2,2,LDH,Glyphosate,0.03,1.587233333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,2,3,AB,Glyphosate,0.1,39874,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,2,3,LDH,Glyphosate,0.1,1.698633333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,2,4,AB,Glyphosate,0.3,40055,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,2,4,LDH,Glyphosate,0.3,1.592733333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,2,5,AB,Glyphosate,1,44754,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,2,5,LDH,Glyphosate,1,1.709533333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,2,6,AB,Glyphosate,3,39281,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,2,6,LDH,Glyphosate,3,1.675133333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,2,7,AB,Glyphosate,10,41739,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,2,7,LDH,Glyphosate,10,1.617733333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,2,8,AB,Glyphosate,30,34637,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,2,8,LDH,Glyphosate,30,1.645733333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,3,1,AB,Haloperidol,0,43662,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,3,1,LDH,Haloperidol,0,1.564533333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,3,2,AB,Haloperidol,0.03,42446,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,3,2,LDH,Haloperidol,0.03,1.546633333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,3,3,AB,Haloperidol,0.1,40881,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,3,3,LDH,Haloperidol,0.1,1.469433333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,3,4,AB,Haloperidol,0.3,35807,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,3,4,LDH,Haloperidol,0.3,1.423333333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,3,5,AB,Haloperidol,1,39586,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,3,5,LDH,Haloperidol,1,1.356133333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,3,6,AB,Haloperidol,3,35408,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,3,6,LDH,Haloperidol,3,1.297933333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,3,7,AB,Haloperidol,10,37233,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,3,7,LDH,Haloperidol,10,0.820333333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,3,8,AB,Haloperidol,30,20010,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,3,8,LDH,Haloperidol,30,0.189533333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,4,1,AB,Ketamine,0,46286,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,4,1,LDH,Ketamine,0,2.108633333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,4,2,AB,Ketamine,0.03,43374,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,4,2,LDH,Ketamine,0.03,1.521833333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,4,3,AB,Ketamine,0.1,36709,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,4,3,LDH,Ketamine,0.1,1.604133333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,4,4,AB,Ketamine,0.3,38565,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,4,4,LDH,Ketamine,0.3,1.554433333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,4,5,AB,Ketamine,1,36816,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,4,5,LDH,Ketamine,1,1.592933333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,4,6,AB,Ketamine,3,40182,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,4,6,LDH,Ketamine,3,1.572833333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,4,7,AB,Ketamine,10,35910,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,4,7,LDH,Ketamine,10,1.370333333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,4,8,AB,Ketamine,30,41986,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,4,8,LDH,Ketamine,30,1.143233333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,5,1,AB,Loperamide,0,50599,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,5,1,LDH,Loperamide,0,1.457733333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,5,2,AB,Loperamide,0.03,42449,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,5,2,LDH,Loperamide,0.03,1.385033333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,5,3,AB,Loperamide,0.1,40032,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,5,3,LDH,Loperamide,0.1,1.525233333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,5,4,AB,Loperamide,0.3,37390,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,5,4,LDH,Loperamide,0.3,1.516733333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,5,5,AB,Loperamide,1,39721,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,5,5,LDH,Loperamide,1,1.419833333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,5,6,AB,Loperamide,3,35061,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,5,6,LDH,Loperamide,3,0.666133333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,5,7,AB,Loperamide,10,61,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,5,7,LDH,Loperamide,10,0.005033333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,5,8,AB,Loperamide,30,28,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,5,8,LDH,Loperamide,30,0.006533333,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,6,1,AB,Maneb,0,51948,ON_20140910_MW1008-39_Summary.xlsx,1,
20140910,MW1008-39,6,1,LDH,Maneb,0,1.345233333,ON_20140910_MW1008-39_Summary.xlsx,1,
