date,Plate.SN,DIV,well,trt,dose,units,meanfiringrate,burst.per.min,mean.isis,per.spikes.in.burst,mean.dur,mean.IBIs,nAE,nABE,ns.n,ns.peak.m,ns.durn.m,ns.percent.of.spikes.in.ns,ns.mean.insis,ns.durn.sd,ns.mean.spikes.in.ns,r,mi,cv.time,cv.network,file.name
20140827,MW1007-100,12,C3,Deltamethrin,0.1,uM,1.746806612,5.316,0.035536222,75.0415,0.467357143,17.85814286,15,14,142,10.17605634,0.174374587,20.72438013,6.235815603,0.07399418,34.49295775,0.275334692,0.010588133,0.331650416,2.089987019,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,C4,Deltamethrin,0.3,uM,0.898173965,3.248571429,0.036262058,69.8174,0.3526,27.2671,14,10,29,12.79310345,0.121923235,11.04508913,30.71071429,0.014397491,43.5862069,0.145824039,0.001741363,0.418139813,1.47168973,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,C5,Deltamethrin,1,uM,2.238313085,4.816,0.01943965,84.3892,0.283133333,24.4724,15,15,51,10.78431373,0.168787631,8.42202379,17.473,0.061671818,50.11764706,0.231577068,0.004772923,0.343559949,1.456366587,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,C6,Deltamethrin,3,uM,0.590831147,1.292307692,0.022959815,59.91183333,0.256333333,65.04008333,13,12,9,14.66666667,0.158881173,7.556567525,84.64375,0.033756366,59,0.123951267,0.001052704,0.588223619,2.349061178,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,C7,Deltamethrin,10,uM,0.184743274,0.12,0.040154483,44.033,0.175,43.225,11,1,0,NA,NA,0,NA,NA,NA,0.008306704,0,0.283178441,2.065980745,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,C8,Deltamethrin,30,uM,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,D1,Cocaine,0,uM,1.437102101,4.33125,0.026693682,74.3856875,0.341,17.60125,16,16,132,11.01515152,0.1303181,31.54773385,6.769465649,0.065112197,49.56818182,0.330000789,0.012218199,0.264959882,2.393403712,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,D2,Cocaine,0.03,uM,1.937662641,4.785,0.032849572,71.2398,0.5076,16.95986667,16,15,212,12.36320755,0.121369006,31.5620083,4.201895735,0.062769867,41.63207547,0.344346659,0.014534287,0.443966621,1.847941767,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,D3,Cocaine,0.1,uM,1.425817514,4.041428571,0.020595866,76.99184615,0.267153846,20.738,14,13,138,10.60144928,0.151444027,29.03851482,6.484306569,0.06487971,37.97101449,0.307418434,0.01301755,0.358008506,2.564740701,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,D4,Cocaine,0.3,uM,0.650091221,1.89,0.020742429,82.369,0.311,28.67786667,16,15,33,14.03030303,0.16973012,30.49456406,21.83125,0.03413532,86.6969697,0.384990535,0.00802408,0.604005125,1.445642076,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,D5,Cocaine,1,uM,1.063968311,3.6675,0.032767186,75.90273333,0.3522,21.18866667,16,15,87,11.25287356,0.14727034,25.75056985,10.26744186,0.05723735,45.44827586,0.27292365,0.007640365,0.409087894,1.688999528,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,D6,Cocaine,3,uM,1.342727315,4.06125,0.028196515,72.29975,0.349375,19.342375,16,16,103,10.97087379,0.144597728,26.07080194,8.656372549,0.060788222,49.04854369,0.299785936,0.009920398,0.363058205,1.003422053,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,D7,Cocaine,10,uM,1.269179522,4.452857143,0.028893411,86.26728571,0.375071429,14.4115,14,14,79,12.17721519,0.153732876,29.27071686,11.18461538,0.050001706,59.64556962,0.314505039,0.009921616,0.316907605,0.76111829,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,D8,Cocaine,30,uM,2.03273034,6.085,0.019373732,65.5888,0.2422,19.1943,12,10,269,8.977695167,0.113586469,37.7950972,3.314552239,0.052156875,31.00743494,0.22406413,0.016335902,0.608419658,1.328449285,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,E1,Cytosine Arabinoside,0,uM,2.919797895,9.76875,0.016873837,73.0905,0.201125,6.34775,16,16,331,14.95166163,0.11894741,42.43912858,2.691818182,0.051503996,54.02719033,0.48997669,0.027744656,0.169550257,2.307256921,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,E2,Cytosine Arabinoside,0.03,uM,0.992547431,3.076,0.030017224,65.85771429,0.336857143,25.60664286,15,14,115,11.87826087,0.142173287,27.30780647,7.726754386,0.071075087,32,0.271981596,0.007258803,0.426163013,1.527796667,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,E3,Cytosine Arabinoside,0.1,uM,2.166915302,5.676,0.040513955,65.5103125,0.54075,23.2879375,15,16,152,10.44736842,0.154508115,16.71375566,5.861258278,0.055049874,32.30263158,0.170902194,0.00632536,0.458443536,1.98014814,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,E4,Cytosine Arabinoside,0.3,uM,2.140824808,4.9,0.062288387,52.35641667,1.023083333,21.98341667,15,12,132,8.53030303,0.143570978,10.36886236,6.674045802,0.054580508,22.76515152,0.05539357,0.002123396,0.477577165,2.451675305,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,E5,Cytosine Arabinoside,1,uM,0.400831423,0.12,NA,0,NA,NA,11,0,2,6.5,0.166666667,0.640236395,439.5,0.047140452,13,0.004488923,9.75E-06,0.600225397,1.297531395,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,E6,Cytosine Arabinoside,3,uM,0.627502248,0,NA,0,NA,NA,3,0,0,NA,NA,0,NA,NA,NA,0.00340679,5.97E-09,0.433020213,0.956734038,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,E7,Cytosine Arabinoside,10,uM,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,E8,Cytosine Arabinoside,30,uM,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,F1,DEHP,0,uM,1.467590285,4.725,0.024852248,61.8245,0.249,19.96,16,16,256,12.06640625,0.102576928,40.25967894,3.457254902,0.04451487,33.30859375,0.34528309,0.012665957,0.345536879,1.726867103,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,F2,DEHP,0.03,uM,1.446581155,5.06,0.025636306,72.86030769,0.281076923,14.338,15,13,178,10.92696629,0.121713128,29.19495635,4.987288136,0.061732641,32.12921348,0.28295195,0.011162327,0.344720609,2.520604021,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,F3,DEHP,0.1,uM,1.437864306,5.3475,0.021937862,68.4218,0.2218,17.287,16,15,238,11.15966387,0.116848311,37.72830225,3.754219409,0.04336735,32.89495798,0.350839647,0.013066516,0.435063843,0.863436837,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,F4,DEHP,0.3,uM,1.475184614,5.376,0.023221521,54.747,0.220066667,23.8064,15,15,229,13.05676856,0.110940679,44.48995904,3.897368421,0.047624961,38.89082969,0.315953711,0.012609771,0.402647489,2.62078421,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,F5,DEHP,1,uM,1.311915772,4.5,0.027081386,68.58726667,0.2992,21.4948,15,15,198,9.606060606,0.122833815,33.37464789,4.46928934,0.050315267,29.91919192,0.311542914,0.009466565,0.32835475,2.097330037,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,F6,DEHP,3,uM,0.674407146,1.310769231,0.026513712,32.7545,0.193375,49.180875,13,8,51,9.745098039,0.084271454,16.5210881,17.115,0.036402043,25.96078431,0.185111414,0.003157028,0.349633177,1.863760689,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,F7,DEHP,10,uM,0.470146266,1.564,0.030647548,48.67771429,0.150714286,25.33971429,15,7,59,11.44067797,0.133594915,13.83479899,14.72413793,0.033700253,14.93220339,0.12807606,0.002029929,0.360926429,2.209090626,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,12,F8,DEHP,30,uM,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,ON_20140827_MW1007-100_12_00_001.h5
20140827,MW1007-100,5,A1,Acetaminophen,0,uM,1.556377453,3,0.101438163,35.821,0.634333333,12.11666667,5,3,0,NA,NA,0,NA,NA,NA,0.001580328,1.08E-05,0.610758197,1.543102749,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,A2,Acetaminophen,0.03,uM,0.658780445,0.615,0.046918846,27.82666667,0.400666667,44.646,8,3,8,7,0.112447917,2.034174125,119.8357143,0.029022123,12.5,0.017356692,2.65E-05,0.783691157,1.215006131,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,A3,Acetaminophen,0.1,uM,0.628833782,1.28,0.061274279,39.62333333,0.32,47.70166667,6,3,0,NA,NA,0,NA,NA,NA,0.005417057,1.67E-05,0.641683527,1.245027475,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,A4,Acetaminophen,0.3,uM,0.322577571,0.197142857,0.066354157,10.458,0.369,58.969,7,1,0,NA,NA,0,NA,NA,NA,0.014479868,4.92E-06,0.552238509,1.484429647,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,A5,Acetaminophen,1,uM,0.426359271,0.44,0.067982633,48.464,0.394,51.3475,6,2,2,5.5,0.123958333,0.695517774,35.6,0.001473139,9,0.021696855,2.64E-05,0.549638425,1.516986617,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,A6,Acetaminophen,3,uM,0.603863947,0.617142857,0.091524983,28.8485,0.6765,32.8165,7,2,16,8,0.080073165,5.441837244,55.44333333,0.015782864,13.625,0.050210221,9.20E-05,0.77738925,2.36297452,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,A7,Acetaminophen,10,uM,0.151717455,0.09,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,0.011340835,0,1.712123763,1.472006834,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,A8,Acetaminophen,30,uM,1.110472101,0.495,0.114083879,5.628,0.649,30.53,4,1,0,NA,NA,0,NA,NA,NA,0.003448081,0,1.12739814,2.418036051,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,B1,Bisphenol A,0,uM,0.853351357,0.822857143,0.109338543,69.658,4.8195,18.4655,7,2,0,NA,NA,0,NA,NA,NA,0.010159638,1.02E-05,1.152302505,2.229384814,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,B2,Bisphenol A,0.03,uM,0.426497699,0.5625,0.092594617,22.92666667,0.54,42.42133333,8,3,0,NA,NA,0,NA,NA,NA,0.005199228,1.12E-05,0.600302348,1.064052002,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,B3,Bisphenol A,0.1,uM,0.324476017,0.44,0.10048419,20.924,0.4755,86.6455,3,2,0,NA,NA,0,NA,NA,NA,0.005178573,0,1.378697555,1.870159386,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,B4,Bisphenol A,0.3,uM,0.299669659,0.672,0.070786239,37.4085,0.346,45.509,5,2,0,NA,NA,0,NA,NA,NA,0.009197689,0,0.537035906,0.991371663,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,B5,Bisphenol A,1,uM,0.601332686,0.24,NA,0,NA,NA,3,0,0,NA,NA,0,NA,NA,NA,0.026553336,0,0.815812636,2.180472218,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,B6,Bisphenol A,3,uM,0.160576868,0,NA,0,NA,NA,3,0,1,6,0.0625,1.494565217,NA,NA,11,0.02932972,0,0.797510936,1.110334856,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,B7,Bisphenol A,10,uM,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,B8,Bisphenol A,30,uM,0.109635241,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,-0.00015468,0,1.523628814,2.099340768,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,C1,Deltamethrin,0,uM,0.152824882,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0.062764663,0,0.742571792,0.962003686,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,C2,Deltamethrin,0.03,uM,0.392859614,0.285,0.044668718,31.56,0.317,80.896,4,1,0,NA,NA,0,NA,NA,NA,0.01969599,0,0.828049376,1.667281244,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,C3,Deltamethrin,0.1,uM,1.120051342,2.352,0.072260932,33.2095,0.4115,48.5565,5,4,11,7.545454545,0.125091991,2.440419447,70.92,0.050141632,11.63636364,0.044091125,0.000114019,0.824902629,1.326910043,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,C4,Deltamethrin,0.3,uM,0.546791922,0.255,0.070721368,9.181,0.636,67.703,4,1,0,NA,NA,0,NA,NA,NA,0.018618856,2.85E-07,1.013407899,2.196011872,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,C5,Deltamethrin,1,uM,0.936513827,0.6,0.107301006,19.898,0.7055,76.1235,3,2,0,NA,NA,0,NA,NA,NA,0.011300694,3.79E-08,1.118662364,1.996612316,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,C6,Deltamethrin,3,uM,1.178301985,5.4,0.059791521,45.88766667,0.302666667,27.22266667,5,3,0,NA,NA,0,NA,NA,NA,0.002219264,8.61E-06,1.058549931,1.862128968,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,C7,Deltamethrin,10,uM,0.112680664,0,NA,0,NA,NA,4,0,0,NA,NA,0,NA,NA,NA,0.001284644,0,0.939139081,0.840561103,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,C8,Deltamethrin,30,uM,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,D1,Cocaine,0,uM,0.29512921,0.48,0.108073481,66.255,0.561,34.743,4,1,0,NA,NA,0,NA,NA,NA,0.023354013,0,1.125008098,1.031411673,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,D2,Cocaine,0.03,uM,0.350611286,0.204,0.043524,29.412,0.464,60.981,5,1,0,NA,NA,0,NA,NA,NA,0.01274355,6.47E-08,0.872492682,1.778192802,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,D3,Cocaine,0.1,uM,1.119608371,4.32,0.089712395,46.489,0.559,13.417,1,1,0,NA,NA,0,NA,NA,NA,0.005450518,0,0.975487291,2.885890159,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,D4,Cocaine,0.3,uM,0.447178893,0.996,0.042909753,43.6538,0.396,61.3878,10,5,11,9.545454545,0.19353355,4.885605338,79.205,0.043470929,18.63636364,0.036056246,0.000123013,0.777233079,1.365420999,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,D5,Cocaine,1,uM,0.603547539,0.504,0.071595266,28.319,0.526,37.929,5,1,1,8,0.095833333,0.309278351,NA,NA,9,0.030873555,2.49E-05,0.920869586,2.061353899,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,D6,Cocaine,3,uM,0.355483964,0.612,0.077540656,28.4175,0.41,49.552,5,2,8,10.375,0.072643849,7.026419337,118.3642857,0.013400938,15.625,0.078247868,1.23E-05,0.963947867,1.710768884,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,D7,Cocaine,10,uM,0.36323595,1.392,0.066409128,41.31233333,0.331,46.54033333,5,3,4,7.25,0.082951389,2.151755379,202.4833333,0.028571389,9.5,0.046487504,2.50E-06,0.850174205,1.92038997,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,D8,Cocaine,30,uM,0.426543842,0.7,0.111611922,24.4735,0.474,57.3535,6,2,0,NA,NA,0,NA,NA,NA,0.011913605,2.20E-06,0.603813683,1.504742032,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,E1,Cytosine Arabinoside,0,uM,1.084012514,1.628571429,0.061381028,65.17,2.06,44.5535,7,2,4,8,0.079501488,0.706153624,37.93333333,0.018252233,12.25,0.048939254,1.40E-05,0.782400394,2.551944111,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,E2,Cytosine Arabinoside,0.03,uM,0.72935121,0.228,0.083875789,4.002,0.49,64.977,5,1,0,NA,NA,0,NA,NA,NA,0.007603857,9.50E-07,1.001858513,1.67124688,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,E3,Cytosine Arabinoside,0.1,uM,0.504986565,0.252,0.116924706,19.465,0.663,73.741,5,1,0,NA,NA,0,NA,NA,NA,0.001510575,9.65E-08,1.203917842,1.4364495,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,E4,Cytosine Arabinoside,0.3,uM,0.62348122,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0.005574329,0,1.383399141,2.433517877,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,E5,Cytosine Arabinoside,1,uM,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,E6,Cytosine Arabinoside,3,uM,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,E7,Cytosine Arabinoside,10,uM,0.277964096,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0,0.243143583,0.211947382,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,E8,Cytosine Arabinoside,30,uM,0.686050827,0.27,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,-0.002208177,0,1.912151062,0.589230698,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,F1,DEHP,0,uM,0.859363102,0.82,0.102815802,10.035,0.45,23.963,3,1,0,NA,NA,0,NA,NA,NA,0.010971812,0,1.135843525,2.666406454,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,F2,DEHP,0.03,uM,0.523535962,0.855,0.075018581,49.982,0.6365,35.298,4,2,0,NA,NA,0,NA,NA,NA,0.006911698,2.80E-05,1.299792362,2.199303873,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,F3,DEHP,0.1,uM,0.799720265,0.18,0.079567826,3.499,0.407,50.325,7,1,0,NA,NA,0,NA,NA,NA,0.020055059,1.22E-05,0.996350263,2.051205789,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,F4,DEHP,0.3,uM,0.777228957,0.83,0.058313937,19.6345,0.5935,36.828,6,2,0,NA,NA,0,NA,NA,NA,0.003685748,1.40E-06,1.024422285,1.902442711,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,F5,DEHP,1,uM,0.622927506,0.76,0.110578339,21.003,0.7945,31.9,6,2,1,7,0.07875,0.27909573,NA,NA,10,0.023003575,1.35E-05,0.760662213,2.16219511,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,F6,DEHP,3,uM,1.003550056,2.46,0.134118531,52.439,1.401,3.465,5,1,0,NA,NA,0,NA,NA,NA,0.017092878,0,0.567065854,2.536048062,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,F7,DEHP,10,uM,0.516891402,0.78,0.11094721,23.598,0.753,18.638,4,1,0,NA,NA,0,NA,NA,NA,0.005318098,0,1.248083342,1.546747528,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,5,F8,DEHP,30,uM,1.297904067,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,-0.000487524,0,1.525014625,0.917368204,ON_20140827_MW1007-100_05_00_001.h5
20140827,MW1007-100,7,A1,Acetaminophen,0,uM,1.094630305,2.810769231,0.077334224,61.7223,0.8325,22.0857,13,10,19,10.31578947,0.188942147,2.713599008,43.70555556,0.047001293,18.42105263,0.044243932,0.000500294,0.485534318,0.967103824,ON_20140827_MW1007-100_07_00_001.h5
20140827,MW1007-100,7,A2,Acetaminophen,0.03,uM,0.955023782,2.71125,0.070465935,51.209,0.615625,35.5225625,16,16,36,10.61111111,0.173797674,4.913273822,23.37857143,0.071744034,18.80555556,0.080273782,0.001139634,0.374387893,2.082275106,ON_20140827_MW1007-100_07_00_001.h5
20140827,MW1007-100,7,A3,Acetaminophen,0.1,uM,1.128109569,2.428,0.057897737,60.67015385,0.755384615,33.52538462,15,13,32,12.09375,0.232361731,4.676258993,26.36935484,0.074844413,22.34375,0.085890261,0.001259927,0.463035478,0.955343027,ON_20140827_MW1007-100_07_00_001.h5
20140827,MW1007-100,7,A4,Acetaminophen,0.3,uM,0.848799132,2.128,0.066935095,62.24686667,0.736,35.1458,15,15,27,11.55555556,0.207675632,6.092254134,31.85769231,0.072103514,25.92592593,0.083203609,0.001267053,0.602787166,1.322294014,ON_20140827_MW1007-100_07_00_001.h5
