date,Plate.SN,DIV,well,wllq,wllq_notes,affected_endpoints
20210217,MW75-5810,all,B5,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,B6,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,B7,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,B8,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,C1,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,C3,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,C4,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,C5,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,C6,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,C7,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,C8,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,F1,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,F3,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,F4,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,F5,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,F6,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,F7,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,F8,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,E1,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,E3,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,E4,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,E5,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,E6,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,E7,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5810,all,E8,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,A1,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,A3,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,A4,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,A5,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,A6,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,A7,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,A8,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,B1,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,B3,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,B4,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,B5,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,B6,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,B7,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,B8,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,C1,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,C3,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,C4,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,C5,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,C6,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,C7,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,C8,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,F1,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,F3,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,F4,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,F5,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,F6,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,F7,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,F8,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,D1,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,D3,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,D4,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,D5,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,D6,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,D7,0,need C. Oxon only,"mea, CTB, LDH"
20210217,MW75-5811,all,D8,0,need C. Oxon only,"mea, CTB, LDH"
