apid,treatment,spid,acsn,rowi,coli,wllt,wllq,conc,rval,srcf,wllq_notes
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_burst_rate,1,1,t,0,0.03,26.228864,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_burst_rate,1,1,t,1,0.03,14.890625,Example2020_AUC.csv,""
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_burst_rate,1,2,t,1,0.03,10.748786,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_burst_rate,1,3,t,0,0.1,12.028125,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_burst_rate,1,3,t,1,0.1,9.483482,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_burst_rate,1,3,t,1,0.1,15.772817,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_burst_rate,1,4,t,0,0.3,6.40524,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_burst_rate,1,4,t,1,0.3,13.561875,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_burst_rate,1,4,t,1,0.3,15.380089,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_burst_rate,1,5,t,0,1,12.373542,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_burst_rate,1,5,t,1,1,19.18725,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_burst_rate,1,5,t,1,1,15.680769,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_burst_rate,1,7,t,0,10,6.196286,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_burst_rate,1,7,t,1,10,18.5575,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_burst_rate,1,7,t,1,10,6.038333,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_burst_rate,1,6,t,0,3,10.190571,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_burst_rate,1,6,t,1,3,10.182351,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_burst_rate,1,6,t,1,3,7.1375,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_burst_rate,1,8,t,0,30,11.199692,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_burst_rate,1,8,t,1,30,9.662,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_burst_rate,1,8,t,1,30,12.636905,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,1,1,t,0,0.03,0.446775,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,1,1,t,1,0.03,0.300598,Example2020_AUC.csv,""
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,1,2,t,1,0.03,0.514407,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,1,3,t,0,0.1,0.420914,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,1,3,t,1,0.1,0.16162,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,1,3,t,1,0.1,0.372547,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,1,4,t,0,0.3,0.16302,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,1,4,t,1,0.3,0.343777,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,1,4,t,1,0.3,0.494496,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,1,5,t,0,1,0.261725,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,1,5,t,1,1,0.410227,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,1,5,t,1,1,0.60875,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,1,7,t,0,10,0.148114,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,1,7,t,1,10,0.328756,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,1,7,t,1,10,0.746904,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,1,6,t,0,3,0.311239,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,1,6,t,1,3,0.355023,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,1,6,t,1,3,0.127109,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,1,8,t,0,30,0.462808,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,1,8,t,1,30,0.22867,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_interspike_interval,1,8,t,1,30,0.258004,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_spike_percent,1,1,t,0,0.03,258.560163,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_spike_percent,1,1,t,1,0.03,261.581156,Example2020_AUC.csv,""
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_spike_percent,1,2,t,1,0.03,255.549027,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_spike_percent,1,3,t,0,0.1,328.769661,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_spike_percent,1,3,t,1,0.1,218.837579,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_spike_percent,1,3,t,1,0.1,339.900875,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_spike_percent,1,4,t,0,0.3,222.314608,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_spike_percent,1,4,t,1,0.3,270.31748,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_spike_percent,1,4,t,1,0.3,250.591422,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_spike_percent,1,5,t,0,1,188.7524,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_spike_percent,1,5,t,1,1,327.471,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_spike_percent,1,5,t,1,1,296.973466,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_spike_percent,1,7,t,0,10,252.462336,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_spike_percent,1,7,t,1,10,344.114956,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_spike_percent,1,7,t,1,10,282.562143,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_spike_percent,1,6,t,0,3,244.9979,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_spike_percent,1,6,t,1,3,230.83752,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_spike_percent,1,6,t,1,3,246.380107,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_spike_percent,1,8,t,0,30,335.167182,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_spike_percent,1,8,t,1,30,208.0778,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_per_burst_spike_percent,1,8,t,1,30,254.132962,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_burst_duration_mean,1,1,t,0,0.03,5.624731,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_burst_duration_mean,1,1,t,1,0.03,3.173429,Example2020_AUC.csv,""
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_burst_duration_mean,1,2,t,1,0.03,4.186652,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_burst_duration_mean,1,3,t,0,0.1,6.729978,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_burst_duration_mean,1,3,t,1,0.1,3.234029,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_burst_duration_mean,1,3,t,1,0.1,4.841688,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_burst_duration_mean,1,4,t,0,0.3,1.928592,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_burst_duration_mean,1,4,t,1,0.3,4.366426,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_burst_duration_mean,1,4,t,1,0.3,5.786211,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_burst_duration_mean,1,5,t,0,1,3.0108,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_burst_duration_mean,1,5,t,1,1,7.02825,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_burst_duration_mean,1,5,t,1,1,5.072253,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_burst_duration_mean,1,7,t,0,10,1.952845,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_burst_duration_mean,1,7,t,1,10,3.630692,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_burst_duration_mean,1,7,t,1,10,37.641679,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_burst_duration_mean,1,6,t,0,3,2.693725,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_burst_duration_mean,1,6,t,1,3,5.51396,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_burst_duration_mean,1,6,t,1,3,1.658179,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_burst_duration_mean,1,8,t,0,30,52.732864,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_burst_duration_mean,1,8,t,1,30,2.270491,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_burst_duration_mean,1,8,t,1,30,3.980115,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_interburst_interval_mean,1,1,t,0,0.03,182.861388,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_interburst_interval_mean,1,1,t,1,0.03,220.301057,Example2020_AUC.csv,""
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_interburst_interval_mean,1,2,t,1,0.03,217.253821,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_interburst_interval_mean,1,3,t,0,0.1,164.864616,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_interburst_interval_mean,1,3,t,1,0.1,168.921993,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_interburst_interval_mean,1,3,t,1,0.1,195.247344,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_interburst_interval_mean,1,4,t,0,0.3,265.967692,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_interburst_interval_mean,1,4,t,1,0.3,207.194028,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_interburst_interval_mean,1,4,t,1,0.3,189.578644,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_interburst_interval_mean,1,5,t,0,1,128.045,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_interburst_interval_mean,1,5,t,1,1,396.627406,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_interburst_interval_mean,1,5,t,1,1,278.830881,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_interburst_interval_mean,1,7,t,0,10,263.067291,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_interburst_interval_mean,1,7,t,1,10,177.807569,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_interburst_interval_mean,1,7,t,1,10,383.354393,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_interburst_interval_mean,1,6,t,0,3,269.811117,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_interburst_interval_mean,1,6,t,1,3,294.052469,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_interburst_interval_mean,1,6,t,1,3,145.884786,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_interburst_interval_mean,1,8,t,0,30,185.233864,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_interburst_interval_mean,1,8,t,1,30,191.766945,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_interburst_interval_mean,1,8,t,1,30,163.4315,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_active_electrodes_number,1,1,t,0,0.03,74,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_active_electrodes_number,1,1,t,1,0.03,73.5,Example2020_AUC.csv,""
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_active_electrodes_number,1,2,t,1,0.03,66.5,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_active_electrodes_number,1,3,t,0,0.1,88,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_active_electrodes_number,1,3,t,1,0.1,71.5,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_active_electrodes_number,1,3,t,1,0.1,69,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_active_electrodes_number,1,4,t,0,0.3,62.5,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_active_electrodes_number,1,4,t,1,0.3,82.5,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_active_electrodes_number,1,4,t,1,0.3,67.5,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_active_electrodes_number,1,5,t,0,1,79.5,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_active_electrodes_number,1,5,t,1,1,76.5,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_active_electrodes_number,1,5,t,1,1,73.5,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_active_electrodes_number,1,7,t,0,10,69.5,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_active_electrodes_number,1,7,t,1,10,82,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_active_electrodes_number,1,7,t,1,10,47,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_active_electrodes_number,1,6,t,0,3,68,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_active_electrodes_number,1,6,t,1,3,77,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_active_electrodes_number,1,6,t,1,3,48.5,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_active_electrodes_number,1,8,t,0,30,57,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_active_electrodes_number,1,8,t,1,30,72.5,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_active_electrodes_number,1,8,t,1,30,45.5,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_bursting_electrodes_number,1,1,t,0,0.03,59,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_bursting_electrodes_number,1,1,t,1,0.03,53.5,Example2020_AUC.csv,""
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_bursting_electrodes_number,1,2,t,1,0.03,43,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_bursting_electrodes_number,1,3,t,0,0.1,63,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_bursting_electrodes_number,1,3,t,1,0.1,57.5,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_bursting_electrodes_number,1,3,t,1,0.1,53,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_bursting_electrodes_number,1,4,t,0,0.3,52.5,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_bursting_electrodes_number,1,4,t,1,0.3,59.5,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_bursting_electrodes_number,1,4,t,1,0.3,47,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_bursting_electrodes_number,1,5,t,0,1,47.5,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_bursting_electrodes_number,1,5,t,1,1,74.5,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_bursting_electrodes_number,1,5,t,1,1,56,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_bursting_electrodes_number,1,7,t,0,10,50,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_bursting_electrodes_number,1,7,t,1,10,64,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_bursting_electrodes_number,1,7,t,1,10,18,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_bursting_electrodes_number,1,6,t,0,3,56.5,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_bursting_electrodes_number,1,6,t,1,3,55.5,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_bursting_electrodes_number,1,6,t,1,3,41,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_bursting_electrodes_number,1,8,t,0,30,33,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_bursting_electrodes_number,1,8,t,1,30,50,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_bursting_electrodes_number,1,8,t,1,30,34.5,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_network_spike_number,1,1,t,0,0.03,83.5,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_network_spike_number,1,1,t,1,0.03,117,Example2020_AUC.csv,""
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_network_spike_number,1,2,t,1,0.03,64.5,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_network_spike_number,1,3,t,0,0.1,106.5,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_network_spike_number,1,3,t,1,0.1,106,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_network_spike_number,1,3,t,1,0.1,88,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_network_spike_number,1,4,t,0,0.3,74,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_network_spike_number,1,4,t,1,0.3,139,Example2020_AUC.csv,""
20180801_MW1207-23,1475812,1475812,CCTE_Shafer_MEA_dev_network_spike_number,1,4,t,1,0.3,101,Example2020_AUC.csv,""
20180801_MW1207-21,1475812,1475812,CCTE_Shafer_MEA_dev_network_spike_number,1,5,t,0,1,69.5,Example2020_AUC.csv,Fungal contamination; 
20180801_MW1207-22,1475812,1475812,CCTE_Shafer_MEA_dev_network_spike_number,1,5,t,1,1,164,Example2020_AUC.csv,""
