"date","Plate.SN","DIV","well","treatment","dose","units","file.name","wt.mean.resistance","wllq_by_well","wllq_notes_by_well"
20211103,"MW502622B",2,"A2","EtOH:DMSO","0","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",18.168429,"1",""
20211103,"MW502622B",2,"A3","Deltamethrin","0.1","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",18.122984,"1",""
20211103,"MW502622B",2,"A4","Deltamethrin","0.3","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",17.487063,"1",""
20211103,"MW502622B",2,"A5","Deltamethrin","1","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",15.633976,"1",""
20211103,"MW502622B",2,"A6","Deltamethrin","3","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",16.529856,"1",""
20211103,"MW502622B",2,"A7","Deltamethrin","10","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",15.143248,"1",""
20211103,"MW502622B",2,"A8","Deltamethrin","30","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",11.033933,"1",""
20211103,"MW502622B",2,"B1","Thiamethoxam","0.03","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",16.834541,"1",""
20211103,"MW502622B",2,"B2","DMSO","0","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",19.157546,"1",""
20211103,"MW502622B",2,"B3","Thiamethoxam","0.1","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",18.67395,"1",""
20211103,"MW502622B",2,"B4","Thiamethoxam","0.3","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",19.626671,"1",""
20211103,"MW502622B",2,"B5","Thiamethoxam","1","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",17.300431,"1",""
20211103,"MW502622B",2,"B6","Thiamethoxam","3","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",17.461746,"1",""
20211103,"MW502622B",2,"B7","Thiamethoxam","10","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",17.663322,"1",""
20211103,"MW502622B",2,"B8","Thiamethoxam","30","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",13.723841,"1",""
20211103,"MW502622B",2,"C1","Tributyltin Chloride","0.03","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",17.135207,"1",""
20211103,"MW502622B",2,"C2","DMSO","0","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",18.023009,"1",""
20211103,"MW502622B",2,"C3","Tributyltin Chloride","0.1","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",6.815873,"1",""
20211103,"MW502622B",2,"C4","Tributyltin Chloride","0.3","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",6.808118,"1",""
20211103,"MW502622B",2,"C5","Tributyltin Chloride","1","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",7.614086,"1",""
20211103,"MW502622B",2,"C6","Tributyltin Chloride","3","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",7.619003,"1",""
20211103,"MW502622B",2,"C7","Tributyltin Chloride","10","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",8.516285,"1",""
20211103,"MW502622B",2,"C8","Tributyltin Chloride","30","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",8.284528,"1",""
20211103,"MW502622B",2,"D1","Rotenone","0.03","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",12.915628,"1",""
20211103,"MW502622B",2,"D2","DMSO","0","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",18.000819,"1",""
20211103,"MW502622B",2,"D3","Rotenone","0.1","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",11.778593,"1",""
20211103,"MW502622B",2,"D4","Rotenone","0.3","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",10.373085,"1",""
20211103,"MW502622B",2,"D5","Rotenone","1","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",9.673435,"1",""
20211103,"MW502622B",2,"D6","Rotenone","3","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",8.206904,"1",""
20211103,"MW502622B",2,"D7","Rotenone","10","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",7.258708,"1",""
20211103,"MW502622B",2,"D8","Rotenone","30","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",7.645076,"1",""
20211103,"MW502622B",2,"E1","Glyphosate","0.03","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",19.521074,"1",""
20211103,"MW502622B",2,"E2","H2O","0","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",17.384097,"1",""
20211103,"MW502622B",2,"E3","Glyphosate","0.1","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",19.52838,"1",""
20211103,"MW502622B",2,"E4","Glyphosate","0.3","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",18.311772,"1",""
20211103,"MW502622B",2,"E5","Glyphosate","1","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",16.598943,"1",""
20211103,"MW502622B",2,"E6","Glyphosate","3","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",16.511479,"1",""
20211103,"MW502622B",2,"E7","Glyphosate","10","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",17.17565,"1",""
20211103,"MW502622B",2,"E8","Glyphosate","30","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",14.923167,"1",""
20211103,"MW502622B",2,"F1","Lindane","0.03","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",18.398171,"1",""
20211103,"MW502622B",2,"F2","EtOH","0","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",18.774609,"1",""
20211103,"MW502622B",2,"F3","Lindane","0.1","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",15.673212,"1",""
20211103,"MW502622B",2,"F4","Lindane","0.3","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",17.453407,"1",""
20211103,"MW502622B",2,"F5","Lindane","1","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",14.872096,"1",""
20211103,"MW502622B",2,"F6","Lindane","3","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",17.620799,"1",""
20211103,"MW502622B",2,"F7","Lindane","10","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",16.220844,"1",""
20211103,"MW502622B",2,"F8","Lindane","30","uM","iNFA_20211103_MW502622B_02_00(000)(000)_Compiler.csv",15.26127,"1",""
20211103,"MW502622B",5,"A1","Deltamethrin","0.03","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",20.465898,"1",""
20211103,"MW502622B",5,"A2","EtOH:DMSO","0","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",22.058155,"1",""
20211103,"MW502622B",5,"A3","Deltamethrin","0.1","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",23.825986,"1",""
20211103,"MW502622B",5,"A4","Deltamethrin","0.3","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",19.82646,"1",""
20211103,"MW502622B",5,"A5","Deltamethrin","1","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",19.077874,"1",""
20211103,"MW502622B",5,"A6","Deltamethrin","3","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",21.255198,"1",""
20211103,"MW502622B",5,"A7","Deltamethrin","10","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",17.739411,"1",""
20211103,"MW502622B",5,"A8","Deltamethrin","30","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",15.036673,"1",""
20211103,"MW502622B",5,"B1","Thiamethoxam","0.03","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",20.985698,"1",""
20211103,"MW502622B",5,"B2","DMSO","0","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",23.427668,"1",""
20211103,"MW502622B",5,"B3","Thiamethoxam","0.1","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",21.843346,"1",""
20211103,"MW502622B",5,"B4","Thiamethoxam","0.3","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",23.113493,"1",""
20211103,"MW502622B",5,"B5","Thiamethoxam","1","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",21.794977,"1",""
20211103,"MW502622B",5,"B6","Thiamethoxam","3","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",13.781557,"1",""
20211103,"MW502622B",5,"B7","Thiamethoxam","10","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",10.581097,"1",""
20211103,"MW502622B",5,"B8","Thiamethoxam","30","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",8.299779,"1",""
20211103,"MW502622B",5,"C1","Tributyltin Chloride","0.03","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",19.964033,"1",""
20211103,"MW502622B",5,"C2","DMSO","0","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",20.92161,"1",""
20211103,"MW502622B",5,"C3","Tributyltin Chloride","0.1","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",8.067931,"1",""
20211103,"MW502622B",5,"C4","Tributyltin Chloride","0.3","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",6.256971,"1",""
20211103,"MW502622B",5,"C5","Tributyltin Chloride","1","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",6.586207,"1",""
20211103,"MW502622B",5,"C6","Tributyltin Chloride","3","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",6.464261,"1",""
20211103,"MW502622B",5,"C7","Tributyltin Chloride","10","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",6.383074,"1",""
20211103,"MW502622B",5,"C8","Tributyltin Chloride","30","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",6.940984,"1",""
20211103,"MW502622B",5,"D1","Rotenone","0.03","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",13.549901,"1",""
20211103,"MW502622B",5,"D2","DMSO","0","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",21.089032,"1",""
20211103,"MW502622B",5,"D3","Rotenone","0.1","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",11.17123,"1",""
20211103,"MW502622B",5,"D4","Rotenone","0.3","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",10.599899,"1",""
20211103,"MW502622B",5,"D5","Rotenone","1","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",10.104402,"1",""
20211103,"MW502622B",5,"D6","Rotenone","3","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",7.663773,"1",""
20211103,"MW502622B",5,"D7","Rotenone","10","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",6.114412,"1",""
20211103,"MW502622B",5,"D8","Rotenone","30","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",6.410169,"1",""
20211103,"MW502622B",5,"E1","Glyphosate","0.03","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",19.304705,"1",""
20211103,"MW502622B",5,"E2","H2O","0","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",20.755461,"1",""
20211103,"MW502622B",5,"E3","Glyphosate","0.1","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",22.087353,"1",""
20211103,"MW502622B",5,"E4","Glyphosate","0.3","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",21.519299,"1",""
20211103,"MW502622B",5,"E5","Glyphosate","1","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",18.53491,"1",""
20211103,"MW502622B",5,"E6","Glyphosate","3","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",21.524864,"1",""
20211103,"MW502622B",5,"E7","Glyphosate","10","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",17.683042,"1",""
20211103,"MW502622B",5,"E8","Glyphosate","30","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",17.397105,"1",""
20211103,"MW502622B",5,"F1","Lindane","0.03","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",13.382935,"1",""
20211103,"MW502622B",5,"F2","EtOH","0","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",18.388337,"1",""
20211103,"MW502622B",5,"F3","Lindane","0.1","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",14.336883,"1",""
20211103,"MW502622B",5,"F4","Lindane","0.3","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",18.300242,"1",""
20211103,"MW502622B",5,"F5","Lindane","1","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",15.705708,"1",""
20211103,"MW502622B",5,"F6","Lindane","3","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",19.061214,"1",""
20211103,"MW502622B",5,"F7","Lindane","10","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",20.43311,"1",""
20211103,"MW502622B",5,"F8","Lindane","30","uM","iNFA_20211103_MW502622B_05_00(000)(000)_Compiler.csv",18.035193,"1",""
20211103,"MW502622B",7,"A1","Deltamethrin","0.03","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",20.515165,"1",""
20211103,"MW502622B",7,"A2","EtOH:DMSO","0","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",23.264227,"1",""
20211103,"MW502622B",7,"A3","Deltamethrin","0.1","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",23.40362,"1",""
20211103,"MW502622B",7,"A4","Deltamethrin","0.3","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",19.679037,"1",""
20211103,"MW502622B",7,"A5","Deltamethrin","1","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",20.664084,"1",""
20211103,"MW502622B",7,"A6","Deltamethrin","3","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",24.111683,"1",""
20211103,"MW502622B",7,"A7","Deltamethrin","10","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",18.643824,"1",""
20211103,"MW502622B",7,"A8","Deltamethrin","30","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",16.188174,"1",""
20211103,"MW502622B",7,"B1","Thiamethoxam","0.03","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",21.788733,"1",""
20211103,"MW502622B",7,"B2","DMSO","0","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",23.164765,"1",""
20211103,"MW502622B",7,"B3","Thiamethoxam","0.1","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",21.439426,"1",""
20211103,"MW502622B",7,"B4","Thiamethoxam","0.3","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",22.789066,"1",""
20211103,"MW502622B",7,"B5","Thiamethoxam","1","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",22.708288,"1",""
20211103,"MW502622B",7,"B6","Thiamethoxam","3","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",7.909165,"1",""
20211103,"MW502622B",7,"B7","Thiamethoxam","10","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",9.011647,"1",""
20211103,"MW502622B",7,"B8","Thiamethoxam","30","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",7.841386,"1",""
20211103,"MW502622B",7,"C1","Tributyltin Chloride","0.03","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",20.647413,"1",""
20211103,"MW502622B",7,"C2","DMSO","0","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",20.94946,"1",""
20211103,"MW502622B",7,"C3","Tributyltin Chloride","0.1","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",0,"1",""
20211103,"MW502622B",7,"C4","Tributyltin Chloride","0.3","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",0,"1",""
20211103,"MW502622B",7,"C5","Tributyltin Chloride","1","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",7.456131,"1",""
20211103,"MW502622B",7,"C6","Tributyltin Chloride","3","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",0,"1",""
20211103,"MW502622B",7,"C7","Tributyltin Chloride","10","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",6.209447,"1",""
20211103,"MW502622B",7,"C8","Tributyltin Chloride","30","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",6.683421,"1",""
20211103,"MW502622B",7,"D1","Rotenone","0.03","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",13.09481,"1",""
20211103,"MW502622B",7,"D2","DMSO","0","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",22.72523,"1",""
20211103,"MW502622B",7,"D3","Rotenone","0.1","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",10.867101,"1",""
20211103,"MW502622B",7,"D4","Rotenone","0.3","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",10.752088,"1",""
20211103,"MW502622B",7,"D5","Rotenone","1","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",17.021043,"1",""
20211103,"MW502622B",7,"D6","Rotenone","3","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",6.800082,"1",""
20211103,"MW502622B",7,"D7","Rotenone","10","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",0,"1",""
20211103,"MW502622B",7,"D8","Rotenone","30","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",5.983614,"1",""
20211103,"MW502622B",7,"E1","Glyphosate","0.03","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",19.058071,"1",""
20211103,"MW502622B",7,"E2","H2O","0","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",20.475604,"1",""
20211103,"MW502622B",7,"E3","Glyphosate","0.1","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",21.911632,"1",""
20211103,"MW502622B",7,"E4","Glyphosate","0.3","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",20.871021,"1",""
20211103,"MW502622B",7,"E5","Glyphosate","1","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",18.898214,"1",""
20211103,"MW502622B",7,"E6","Glyphosate","3","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",21.846716,"1",""
20211103,"MW502622B",7,"E7","Glyphosate","10","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",16.618089,"1",""
20211103,"MW502622B",7,"E8","Glyphosate","30","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",17.469829,"1",""
20211103,"MW502622B",7,"F1","Lindane","0.03","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",14.083545,"1",""
20211103,"MW502622B",7,"F2","EtOH","0","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",16.534972,"1",""
20211103,"MW502622B",7,"F3","Lindane","0.1","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",14.817535,"1",""
20211103,"MW502622B",7,"F4","Lindane","0.3","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",16.84957,"1",""
20211103,"MW502622B",7,"F5","Lindane","1","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",14.50132,"1",""
20211103,"MW502622B",7,"F6","Lindane","3","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",19.257644,"1",""
20211103,"MW502622B",7,"F7","Lindane","10","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",19.595374,"1",""
20211103,"MW502622B",7,"F8","Lindane","30","uM","iNFA_20211103_MW502622B_07_00(000)_Compiler.csv",17.143521,"1",""
