"date","Plate.SN","rowi","coli","src_acsn","treatment","conc","rval","srcf","wllq_by_well","wllq_notes_by_well"
"20211103","MW502622B",3,3,"AB","Tributyltin Chloride",0.1,539.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",3,3,"LDH","Tributyltin Chloride",0.1,0.00496666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",3,4,"AB","Tributyltin Chloride",0.3,418.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",3,4,"LDH","Tributyltin Chloride",0.3,0.00256666666666668,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",3,5,"AB","Tributyltin Chloride",1,374.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",3,5,"LDH","Tributyltin Chloride",1,0,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",3,6,"AB","Tributyltin Chloride",3,284.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",3,6,"LDH","Tributyltin Chloride",3,0,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",3,7,"AB","Tributyltin Chloride",10,269.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",3,7,"LDH","Tributyltin Chloride",10,0,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",3,8,"AB","Tributyltin Chloride",30,222.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",3,8,"LDH","Tributyltin Chloride",30,0,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",4,1,"AB","Rotenone",0.03,4366.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",4,1,"LDH","Rotenone",0.03,0.0410666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",4,2,"AB","Rotenone",0,11903.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",4,2,"LDH","Rotenone",0,0.791366666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",4,3,"AB","Rotenone",0.1,3634.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",4,3,"LDH","Rotenone",0.1,0.0267666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",4,4,"AB","Rotenone",0.3,1069.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",4,4,"LDH","Rotenone",0.3,0.0118666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",4,5,"AB","Rotenone",1,496.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",4,5,"LDH","Rotenone",1,0.00846666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",4,6,"AB","Rotenone",3,270.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",4,6,"LDH","Rotenone",3,0.00556666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",4,7,"AB","Rotenone",10,257.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",4,7,"LDH","Rotenone",10,0.00366666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",4,8,"AB","Rotenone",30,223.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",4,8,"LDH","Rotenone",30,0.00196666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",5,1,"AB","Glyphosate",0.03,8062.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",5,1,"LDH","Glyphosate",0.03,0.485366666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",5,2,"AB","Glyphosate",0,14020.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",5,2,"LDH","Glyphosate",0,0.873866666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",5,3,"AB","Glyphosate",0.1,12528.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",5,3,"LDH","Glyphosate",0.1,0.739366666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",5,4,"AB","Glyphosate",0.3,12212.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",5,4,"LDH","Glyphosate",0.3,0.708566666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",5,5,"AB","Glyphosate",1,11518.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",5,5,"LDH","Glyphosate",1,0.821266666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",5,6,"AB","Glyphosate",3,9827.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",5,6,"LDH","Glyphosate",3,0.489566666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",5,7,"AB","Glyphosate",10,10480.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",5,7,"LDH","Glyphosate",10,0.118166666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",5,8,"AB","Glyphosate",30,150.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",5,8,"LDH","Glyphosate",30,0.00896666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",6,1,"AB","Lindane",0.03,5860.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",6,1,"LDH","Lindane",0.03,0.240266666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",6,2,"AB","Lindane",0,8234.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",6,2,"LDH","Lindane",0,0.410866666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",6,3,"AB","Lindane",0.1,6587.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",6,3,"LDH","Lindane",0.1,0.451066666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",6,4,"AB","Lindane",0.3,9338.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",6,4,"LDH","Lindane",0.3,0.560666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",6,5,"AB","Lindane",1,9942.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",6,5,"LDH","Lindane",1,0.463266666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",6,6,"AB","Lindane",3,12391.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",6,6,"LDH","Lindane",3,0.432166666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",6,7,"AB","Lindane",10,7013.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",6,7,"LDH","Lindane",10,0.190266666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",6,8,"AB","Lindane",30,5207.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622B",6,8,"LDH","Lindane",30,0.0592666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",1,1,"AB","Tributyltin Chloride",0.03,6577.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",1,1,"LDH","Tributyltin Chloride",0.03,0.116333333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",1,2,"AB","Tributyltin Chloride",0,11241.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",1,2,"LDH","Tributyltin Chloride",0,0.400833333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",1,3,"AB","Tributyltin Chloride",0.1,391.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",1,3,"LDH","Tributyltin Chloride",0.1,0.00543333333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",1,4,"AB","Tributyltin Chloride",0.3,334.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",1,4,"LDH","Tributyltin Chloride",0.3,0.00483333333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",1,5,"AB","Tributyltin Chloride",1,298.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",1,5,"LDH","Tributyltin Chloride",1,0.00453333333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",1,6,"AB","Tributyltin Chloride",3,424.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",1,6,"LDH","Tributyltin Chloride",3,0.00413333333333334,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",1,7,"AB","Tributyltin Chloride",10,406.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",1,7,"LDH","Tributyltin Chloride",10,0.00363333333333334,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",1,8,"AB","Tributyltin Chloride",30,370.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",1,8,"LDH","Tributyltin Chloride",30,0.00383333333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",2,1,"AB","Deltamethrin",0.03,11062.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",2,1,"LDH","Deltamethrin",0.03,0.400533333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",2,2,"AB","Deltamethrin",0,13186.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",2,2,"LDH","Deltamethrin",0,0.490033333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",2,3,"AB","Deltamethrin",0.1,12890.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",2,3,"LDH","Deltamethrin",0.1,0.522633333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",2,4,"AB","Deltamethrin",0.3,12929.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",2,4,"LDH","Deltamethrin",0.3,0.508033333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",2,5,"AB","Deltamethrin",1,14773.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",2,5,"LDH","Deltamethrin",1,0.501433333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",2,6,"AB","Deltamethrin",3,10133.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",2,6,"LDH","Deltamethrin",3,0.193833333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",2,7,"AB","Deltamethrin",10,324.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",2,7,"LDH","Deltamethrin",10,0.0533333333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",2,8,"AB","Deltamethrin",30,288.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",2,8,"LDH","Deltamethrin",30,0.0533333333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",3,1,"AB","Thiamethoxam",0.03,9087.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",3,1,"LDH","Thiamethoxam",0.03,0.303433333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",3,2,"AB","Thiamethoxam",0,11767.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",3,2,"LDH","Thiamethoxam",0,0.413433333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",3,3,"AB","Thiamethoxam",0.1,10559.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",3,3,"LDH","Thiamethoxam",0.1,0.496633333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",3,4,"AB","Thiamethoxam",0.3,10587.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",3,4,"LDH","Thiamethoxam",0.3,0.440333333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",3,5,"AB","Thiamethoxam",1,13715.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",3,5,"LDH","Thiamethoxam",1,0.426933333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",3,6,"AB","Thiamethoxam",3,15850.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",3,6,"LDH","Thiamethoxam",3,0.471233333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",3,7,"AB","Thiamethoxam",10,15956.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",3,7,"LDH","Thiamethoxam",10,0.399733333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",3,8,"AB","Thiamethoxam",30,11165.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",3,8,"LDH","Thiamethoxam",30,0.0680333333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",4,1,"AB","Lindane",0.03,8131.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",4,1,"LDH","Lindane",0.03,0.286633333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",4,2,"AB","Lindane",0,13308.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",4,2,"LDH","Lindane",0,0.802133333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",4,3,"AB","Lindane",0.1,12069.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",4,3,"LDH","Lindane",0.1,0.426433333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",4,4,"AB","Lindane",0.3,12799.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",4,4,"LDH","Lindane",0.3,0.503833333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",4,5,"AB","Lindane",1,13010.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",4,5,"LDH","Lindane",1,0.494733333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",4,6,"AB","Lindane",3,15321.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",4,6,"LDH","Lindane",3,0.445733333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",4,7,"AB","Lindane",10,12795.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",4,7,"LDH","Lindane",10,0.416133333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",4,8,"AB","Lindane",30,7657.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",4,8,"LDH","Lindane",30,0.0831333333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",5,1,"AB","Rotenone",0.03,3351.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",5,1,"LDH","Rotenone",0.03,0.0252333333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",5,2,"AB","Rotenone",0,11625.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",5,2,"LDH","Rotenone",0,0.416333333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",5,3,"AB","Rotenone",0.1,4085.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",5,3,"LDH","Rotenone",0.1,0.0174333333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",5,4,"AB","Rotenone",0.3,739.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",5,4,"LDH","Rotenone",0.3,0.0156333333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",5,5,"AB","Rotenone",1,612.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",5,5,"LDH","Rotenone",1,0.0114333333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",5,6,"AB","Rotenone",3,581.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",5,6,"LDH","Rotenone",3,0.00633333333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",5,7,"AB","Rotenone",10,550.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",5,7,"LDH","Rotenone",10,0.00663333333333334,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",5,8,"AB","Rotenone",30,317.666666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",5,8,"LDH","Rotenone",30,0.00573333333333334,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",6,1,"AB","Glyphosate",0.03,6381.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",6,1,"LDH","Glyphosate",0.03,0.106733333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",6,2,"AB","Glyphosate",0,9832.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",6,2,"LDH","Glyphosate",0,0.316733333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",6,3,"AB","Glyphosate",0.1,10385.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",6,3,"LDH","Glyphosate",0.1,0.389133333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",6,4,"AB","Glyphosate",0.3,13263.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",6,4,"LDH","Glyphosate",0.3,0.368533333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",6,5,"AB","Glyphosate",1,10442.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",6,5,"LDH","Glyphosate",1,0.553033333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",6,6,"AB","Glyphosate",3,12469.6666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",6,6,"LDH","Glyphosate",3,0.402233333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",6,7,"AB","Glyphosate",10,9812.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",6,7,"LDH","Glyphosate",10,0.359333333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",6,8,"AB","Glyphosate",30,7869.66666666667,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW502622D",6,8,"LDH","Glyphosate",30,0.123233333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW507214B",1,1,"AB","Thiamethoxam",0.03,7605,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW507214B",1,1,"LDH","Thiamethoxam",0.03,0.441433333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW507214B",1,2,"AB","Thiamethoxam",0,8458,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW507214B",1,2,"LDH","Thiamethoxam",0,0.446933333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW507214B",1,3,"AB","Thiamethoxam",0.1,8830,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW507214B",1,3,"LDH","Thiamethoxam",0.1,0.445333333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW507214B",1,4,"AB","Thiamethoxam",0.3,9457,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW507214B",1,4,"LDH","Thiamethoxam",0.3,0.408233333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW507214B",1,5,"AB","Thiamethoxam",1,8412,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW507214B",1,5,"LDH","Thiamethoxam",1,0.206833333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW507214B",1,6,"AB","Thiamethoxam",3,276,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW507214B",1,6,"LDH","Thiamethoxam",3,0.00413333333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW507214B",1,7,"AB","Thiamethoxam",10,417,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW507214B",1,7,"LDH","Thiamethoxam",10,0.00243333333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW507214B",1,8,"AB","Thiamethoxam",30,291,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW507214B",1,8,"LDH","Thiamethoxam",30,0.00463333333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW507214B",2,1,"AB","Tributyltin Chloride",0.03,11564,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW507214B",2,1,"LDH","Tributyltin Chloride",0.03,0.366833333333333,"20211103_NFA_Impedance_Calculations.xlsx",1,""
"20211103","MW507214B",2,2,"AB","Tributyltin Chloride",0,13794,"20211103_NFA_Impedance_Calculations.xlsx",1,""
