"date","Plate.SN","well","DIV","treatment","dose","units","file.name","meanfiringrate","burst.per.min","mean.isis","per.spikes.in.burst","mean.dur","mean.IBIs","nAE","nABE","ns.n","ns.peak.m","ns.durn.m","ns.percent.of.spikes.in.ns","ns.mean.insis","ns.durn.sd","ns.mean.spikes.in.ns","r","mi","wllq_by_well","wllq_notes_by_well"
"20211103","MW502622B","B2",7,"DMSO","0","uM","iNFA_20211103_MW502622B_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","B2",9,"DMSO","0","uM","iNFA_20211103_MW502622B_09_00(001).h5",0.350000373333732,0.18,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,0.00798052824456754,0,1,""
"20211103","MW502622B","B3",12,"Thiamethoxam","0.1","uM","iNFA_20211103_MW502622B_12_00(000).h5",3.38973337067864,5.52375,0.0305786726350377,67.779125,1.567,15.407875,16,16,59,15.2881355932203,0.224115439645101,15.9612390395804,14.4586206896552,0.0500778599245515,132.050847457627,0.258530189831624,0.0168644508310971,1,""
"20211103","MW502622B","B3",5,"Thiamethoxam","0.1","uM","iNFA_20211103_MW502622B_05_00(000)(000).h5",0.409106118069408,0,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,0.000753325136928757,0,1,""
"20211103","MW502622B","B3",7,"Thiamethoxam","0.1","uM","iNFA_20211103_MW502622B_07_00(000).h5",1.06060071357705,0,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,-0.00406808040074259,0,1,""
"20211103","MW502622B","B3",9,"Thiamethoxam","0.1","uM","iNFA_20211103_MW502622B_09_00(001).h5",0.960809105671127,1.8,0.0834016029416634,26.1371666666667,0.464,40.0591666666667,11,6,0,NA,NA,0,NA,NA,NA,0.00615299635316178,2.95907029194686e-05,1,""
"20211103","MW502622B","B4",12,"Thiamethoxam","0.3","uM","iNFA_20211103_MW502622B_12_00(000).h5",2.54260095492462,4.276,0.0171603112902301,80.895,0.419,14.8961428571429,15,14,60,14.4666666666667,0.261341725404225,26.3758662861802,14.6686440677966,0.0438351071632901,150.966666666667,0.39694857022321,0.025049983356295,1,""
"20211103","MW502622B","B4",5,"Thiamethoxam","0.3","uM","iNFA_20211103_MW502622B_05_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","B4",7,"Thiamethoxam","0.3","uM","iNFA_20211103_MW502622B_07_00(000).h5",0.112227000598514,0.12,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","B4",9,"Thiamethoxam","0.3","uM","iNFA_20211103_MW502622B_09_00(001).h5",0.280000298666985,0.606666666666667,0.0249277346369946,44.7548571428571,0.173714285714286,80.0904285714286,9,7,14,8.78571428571429,0.146024659863946,12.1581825830879,60.3115384615385,0.027355771872053,20.6428571428571,0.105338424775196,0.000133748944001304,1,""
"20211103","MW502622B","B5",12,"Thiamethoxam","1","uM","iNFA_20211103_MW502622B_12_00(000).h5",4.09245790408377,1.356,0.0788409939992525,62.64375,17.61475,12.46425,10,4,1,5,0.0729166666666664,0.0298159542460629,NA,NA,11,0.00360119679129281,1.49619744394869e-05,1,""
"20211103","MW502622B","B5",5,"Thiamethoxam","1","uM","iNFA_20211103_MW502622B_05_00(000)(000).h5",0.104784673292982,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","B5",7,"Thiamethoxam","1","uM","iNFA_20211103_MW502622B_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","B5",9,"Thiamethoxam","1","uM","iNFA_20211103_MW502622B_09_00(001).h5",0.143333486222385,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","B6",12,"Thiamethoxam","3","uM","iNFA_20211103_MW502622B_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","B6",5,"Thiamethoxam","3","uM","iNFA_20211103_MW502622B_05_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","B6",7,"Thiamethoxam","3","uM","iNFA_20211103_MW502622B_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","B6",9,"Thiamethoxam","3","uM","iNFA_20211103_MW502622B_09_00(001).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","B7",12,"Thiamethoxam","10","uM","iNFA_20211103_MW502622B_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","B7",5,"Thiamethoxam","10","uM","iNFA_20211103_MW502622B_05_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","B7",7,"Thiamethoxam","10","uM","iNFA_20211103_MW502622B_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","B7",9,"Thiamethoxam","10","uM","iNFA_20211103_MW502622B_09_00(001).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","B8",12,"Thiamethoxam","30","uM","iNFA_20211103_MW502622B_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","B8",5,"Thiamethoxam","30","uM","iNFA_20211103_MW502622B_05_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","B8",7,"Thiamethoxam","30","uM","iNFA_20211103_MW502622B_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","B8",9,"Thiamethoxam","30","uM","iNFA_20211103_MW502622B_09_00(001).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C1",12,"Tributyltin Chloride","0.03","uM","iNFA_20211103_MW502622B_12_00(000).h5",0.81959865516487,1.45636363636364,0.102005680061407,37.0695,1.2475,28.1255,11,2,3,15.3333333333333,0.26976800976801,4.07967362610991,316.175,0.0187258799614036,113.333333333333,0.147102199559201,0.00131419404405034,1,""
"20211103","MW502622B","C1",5,"Tributyltin Chloride","0.03","uM","iNFA_20211103_MW502622B_05_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C1",7,"Tributyltin Chloride","0.03","uM","iNFA_20211103_MW502622B_07_00(000).h5",0.141117119564469,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C1",9,"Tributyltin Chloride","0.03","uM","iNFA_20211103_MW502622B_09_00(001).h5",0.375555956148575,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C2",12,"DMSO","0","uM","iNFA_20211103_MW502622B_12_00(000).h5",2.42653575838427,4.00875,0.0236124486976691,64.998875,0.4621875,17.329125,16,16,53,14.4905660377358,0.232131999290018,14.2264323736478,16.3480769230769,0.0505979641397286,93.7924528301887,0.290246713875963,0.0172258971479617,1,""
"20211103","MW502622B","C2",5,"DMSO","0","uM","iNFA_20211103_MW502622B_05_00(000)(000).h5",0.21402826885375,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C2",7,"DMSO","0","uM","iNFA_20211103_MW502622B_07_00(000).h5",0.792255954720205,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C2",9,"DMSO","0","uM","iNFA_20211103_MW502622B_09_00(001).h5",0.303750324000346,0.2025,0.0794715789473685,22.059,0.431,42.038,8,1,1,10,0.183333333333334,0.532150776053215,NA,NA,12,0.00248673988894654,6.37643645952368e-06,1,""
"20211103","MW502622B","C3",12,"Tributyltin Chloride","0.1","uM","iNFA_20211103_MW502622B_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C3",5,"Tributyltin Chloride","0.1","uM","iNFA_20211103_MW502622B_05_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C3",7,"Tributyltin Chloride","0.1","uM","iNFA_20211103_MW502622B_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C3",9,"Tributyltin Chloride","0.1","uM","iNFA_20211103_MW502622B_09_00(001).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C4",12,"Tributyltin Chloride","0.3","uM","iNFA_20211103_MW502622B_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C4",5,"Tributyltin Chloride","0.3","uM","iNFA_20211103_MW502622B_05_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C4",7,"Tributyltin Chloride","0.3","uM","iNFA_20211103_MW502622B_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C4",9,"Tributyltin Chloride","0.3","uM","iNFA_20211103_MW502622B_09_00(001).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C5",12,"Tributyltin Chloride","1","uM","iNFA_20211103_MW502622B_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C5",5,"Tributyltin Chloride","1","uM","iNFA_20211103_MW502622B_05_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C5",7,"Tributyltin Chloride","1","uM","iNFA_20211103_MW502622B_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C5",9,"Tributyltin Chloride","1","uM","iNFA_20211103_MW502622B_09_00(001).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C6",12,"Tributyltin Chloride","3","uM","iNFA_20211103_MW502622B_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C6",5,"Tributyltin Chloride","3","uM","iNFA_20211103_MW502622B_05_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C6",7,"Tributyltin Chloride","3","uM","iNFA_20211103_MW502622B_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C6",9,"Tributyltin Chloride","3","uM","iNFA_20211103_MW502622B_09_00(001).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C7",12,"Tributyltin Chloride","10","uM","iNFA_20211103_MW502622B_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C7",5,"Tributyltin Chloride","10","uM","iNFA_20211103_MW502622B_05_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C7",7,"Tributyltin Chloride","10","uM","iNFA_20211103_MW502622B_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C7",9,"Tributyltin Chloride","10","uM","iNFA_20211103_MW502622B_09_00(001).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C8",12,"Tributyltin Chloride","30","uM","iNFA_20211103_MW502622B_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C8",5,"Tributyltin Chloride","30","uM","iNFA_20211103_MW502622B_05_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C8",7,"Tributyltin Chloride","30","uM","iNFA_20211103_MW502622B_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","C8",9,"Tributyltin Chloride","30","uM","iNFA_20211103_MW502622B_09_00(001).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","D1",12,"Rotenone","0.03","uM","iNFA_20211103_MW502622B_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","D1",5,"Rotenone","0.03","uM","iNFA_20211103_MW502622B_05_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","D1",7,"Rotenone","0.03","uM","iNFA_20211103_MW502622B_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","D1",9,"Rotenone","0.03","uM","iNFA_20211103_MW502622B_09_00(001).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","D2",12,"DMSO","0","uM","iNFA_20211103_MW502622B_12_00(000).h5",2.89042617295719,4.50375,0.0285025027812724,77.0580625,1.047375,18.9414375,16,16,34,15.7352941176471,0.271594196244932,10.4992552015761,25.1166666666667,0.0813960860689771,128.529411764706,0.308988427735256,0.0163554467825667,1,""
"20211103","MW502622B","D2",5,"DMSO","0","uM","iNFA_20211103_MW502622B_05_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","D2",7,"DMSO","0","uM","iNFA_20211103_MW502622B_07_00(000).h5",0.090003832163165,0,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,-0.000894853176489771,0,1,""
"20211103","MW502622B","D2",9,"DMSO","0","uM","iNFA_20211103_MW502622B_09_00(001).h5",0.589815443951288,0.2,0.0381575257731985,8.127,0.463,108.815,6,1,3,10.6666666666667,0.20014880952381,1.21668597914253,118.15,0.023327049840297,14,0.0216260232214434,2.32621417419708e-05,1,""
"20211103","MW502622B","D3",12,"Rotenone","0.1","uM","iNFA_20211103_MW502622B_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","D3",5,"Rotenone","0.1","uM","iNFA_20211103_MW502622B_05_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","D3",7,"Rotenone","0.1","uM","iNFA_20211103_MW502622B_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","D3",9,"Rotenone","0.1","uM","iNFA_20211103_MW502622B_09_00(001).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","D4",12,"Rotenone","0.3","uM","iNFA_20211103_MW502622B_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","D4",5,"Rotenone","0.3","uM","iNFA_20211103_MW502622B_05_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","D4",7,"Rotenone","0.3","uM","iNFA_20211103_MW502622B_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","D4",9,"Rotenone","0.3","uM","iNFA_20211103_MW502622B_09_00(001).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","D5",12,"Rotenone","1","uM","iNFA_20211103_MW502622B_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","D5",5,"Rotenone","1","uM","iNFA_20211103_MW502622B_05_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","D5",7,"Rotenone","1","uM","iNFA_20211103_MW502622B_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","D5",9,"Rotenone","1","uM","iNFA_20211103_MW502622B_09_00(001).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","D6",12,"Rotenone","3","uM","iNFA_20211103_MW502622B_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","D6",5,"Rotenone","3","uM","iNFA_20211103_MW502622B_05_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","D6",7,"Rotenone","3","uM","iNFA_20211103_MW502622B_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20211103","MW502622B","D6",9,"Rotenone","3","uM","iNFA_20211103_MW502622B_09_00(001).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
